;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;werkstueckID
737;737;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:40:23;12.05.2021;17:40:36;5;1126;138
738;738;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:28:05;12.05.2021;17:28:19;5;0;139
739;739;8110;20;1354;feed part from magazin;200;12.05.2021;17:28:46;12.05.2021;17:28:48;11;27;139
740;740;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:42:26;12.05.2021;17:43:56;8;6;139
741;741;8110;40;1354;feed part from magazin;200;12.05.2021;17:45:24;12.05.2021;17:45:26;6;63;139
742;742;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:45:42;12.05.2021;17:45:44;7;14;139
743;743;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:48:18;12.05.2021;17:48:30;5;1126;139
744;744;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:28:23;12.05.2021;17:28:36;5;0;140
745;745;8110;20;1354;feed part from magazin;200;12.05.2021;17:29:03;12.05.2021;17:29:05;11;27;140
746;746;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:44:00;12.05.2021;17:45:32;8;6;140
747;747;8110;40;1354;feed part from magazin;200;12.05.2021;17:46:55;12.05.2021;17:46:57;6;63;140
748;748;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:47:10;12.05.2021;17:47:13;7;14;140
749;749;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:49:20;12.05.2021;17:49:32;5;1126;140
750;750;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:28:40;12.05.2021;17:28:54;5;0;141
751;751;8110;20;1354;feed part from magazin;200;12.05.2021;17:29:21;12.05.2021;17:29:23;11;27;141
752;752;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:38:24;12.05.2021;17:39:54;8;6;141
753;753;8110;40;1354;feed part from magazin;200;12.05.2021;17:40:36;12.05.2021;17:40:38;6;63;141
754;754;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:41:00;12.05.2021;17:41:03;7;14;141
755;755;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:42:53;12.05.2021;17:43:06;5;1126;141
756;756;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:29:16;12.05.2021;17:29:29;5;0;142
757;757;8110;20;1354;feed part from magazin;200;12.05.2021;17:29:57;12.05.2021;17:29:58;11;27;142
758;758;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:40:13;12.05.2021;17:42:22;8;6;142
759;759;8110;40;1354;feed part from magazin;200;12.05.2021;17:43:38;12.05.2021;17:43:40;6;63;142
760;760;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:43:56;12.05.2021;17:43:58;7;14;142
761;761;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:46:16;12.05.2021;17:46:28;5;1126;142
762;762;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:31:39;12.05.2021;17:31:54;5;0;143
763;763;8110;20;1354;feed part from magazin;200;12.05.2021;17:32:20;12.05.2021;17:32:22;11;27;143
764;764;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:36:46;12.05.2021;17:38:17;8;6;143
765;765;8110;40;1354;feed part from magazin;200;12.05.2021;17:39:16;12.05.2021;17:39:18;6;63;143
766;766;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:39:35;12.05.2021;17:39:38;7;14;143
767;767;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:40:55;12.05.2021;17:41:09;5;1126;143
768;768;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:32:54;12.05.2021;17:33:09;5;0;144
769;769;8110;20;1354;feed part from magazin;200;12.05.2021;17:33:36;12.05.2021;17:33:37;11;27;144
770;770;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:47:30;12.05.2021;17:49:00;8;6;144
771;771;8110;40;1354;feed part from magazin;200;12.05.2021;17:49:59;12.05.2021;17:50:01;6;63;144
772;772;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:50:21;12.05.2021;17:50:23;7;14;144
773;773;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:51:55;12.05.2021;17:52:07;5;1126;144
774;774;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:35:17;12.05.2021;17:35:32;5;0;145
775;775;8110;20;1354;feed part from magazin;200;12.05.2021;17:35:59;12.05.2021;17:36:00;11;27;145
776;776;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:45:36;12.05.2021;17:47:06;8;6;145
777;777;8110;40;1354;feed part from magazin;200;12.05.2021;17:48:17;12.05.2021;17:48:19;6;63;145
778;778;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:48:38;12.05.2021;17:48:40;7;14;145
779;779;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:50:19;12.05.2021;17:50:31;5;1126;145
780;780;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:45:45;12.05.2021;17:45:59;5;0;146
781;781;8111;20;1355;feed part from magazin;200;12.05.2021;17:46:26;12.05.2021;17:46:28;11;27;146
782;782;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:49:04;12.05.2021;17:50:44;8;6;146
783;783;8111;40;1355;feed part from magazin;200;12.05.2021;17:51:30;12.05.2021;17:51:32;6;63;146
784;784;8111;50;1355;pressing for time in seconds;110;12.05.2021;17:51:50;12.05.2021;17:51:52;7;14;146
785;785;8111;60;1355;store a part from stopper 2;211;12.05.2021;17:53:24;12.05.2021;17:53:36;5;1126;146
786;786;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:46:03;12.05.2021;17:46:15;5;0;147
787;787;8111;20;1355;feed part from magazin;200;12.05.2021;17:46:42;12.05.2021;17:46:43;11;27;147
788;788;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:50:48;12.05.2021;17:52:27;8;6;147
789;789;8111;40;1355;feed part from magazin;200;12.05.2021;17:53:09;12.05.2021;17:53:12;6;63;147
790;790;8111;50;1355;pressing for time in seconds;110;12.05.2021;17:53:25;12.05.2021;17:53:27;7;14;147
791;791;8111;60;1355;store a part from stopper 2;211;12.05.2021;17:55:33;12.05.2021;17:55:45;5;1126;147
792;792;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:46:29;12.05.2021;17:46:43;5;0;148
793;793;8111;20;1355;feed part from magazin;200;12.05.2021;17:47:10;12.05.2021;17:47:12;11;27;148
794;794;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:56:16;12.05.2021;17:58:48;8;6;148
795;795;8111;40;1355;feed part from magazin;200;12.05.2021;17:59:30;12.05.2021;17:59:32;6;63;148
796;796;8111;50;1355;pressing for time in seconds;110;12.05.2021;17:59:45;12.05.2021;17:59:48;7;14;148
797;797;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:01:26;12.05.2021;18:01:39;5;1126;148
798;798;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:46:47;12.05.2021;17:47:00;5;0;149
799;799;8111;20;1355;feed part from magazin;200;12.05.2021;17:47:27;12.05.2021;17:47:28;11;27;149
800;800;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:52:32;12.05.2021;17:54:12;8;6;149
801;801;8111;40;1355;feed part from magazin;200;12.05.2021;17:54:55;12.05.2021;17:54:57;6;63;149
802;802;8111;50;1355;pressing for time in seconds;110;12.05.2021;17:55:11;12.05.2021;17:55:13;7;14;149
803;803;8111;60;1355;store a part from stopper 2;211;12.05.2021;17:57:02;12.05.2021;17:57:15;5;1126;149
804;804;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:47:04;12.05.2021;17:47:17;5;0;150
805;805;8111;20;1355;feed part from magazin;200;12.05.2021;17:47:45;12.05.2021;17:47:47;11;27;150
806;806;8111;30;1355;assembly part with defined PCB;300;12.05.2021;18:01:10;12.05.2021;18:02:48;8;6;150
807;807;8111;40;1355;feed part from magazin;200;12.05.2021;18:03:41;12.05.2021;18:03:44;6;63;150
808;808;8111;50;1355;pressing for time in seconds;110;12.05.2021;18:03:59;12.05.2021;18:04:02;7;14;150
809;809;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:05:37;12.05.2021;18:05:50;5;1126;150
810;810;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:48:37;12.05.2021;17:48:50;5;0;151
811;811;8111;20;1355;feed part from magazin;200;12.05.2021;17:49:17;12.05.2021;17:49:19;11;27;151
812;812;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:54:16;12.05.2021;17:55:56;8;6;151
813;813;8111;40;1355;feed part from magazin;200;12.05.2021;17:57:00;12.05.2021;17:57:02;6;63;151
814;814;8111;50;1355;pressing for time in seconds;110;12.05.2021;17:57:19;12.05.2021;17:57:23;7;14;151
815;815;8111;60;1355;store a part from stopper 2;211;12.05.2021;17:58:59;12.05.2021;17:59:12;5;1126;151
816;816;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:50:32;12.05.2021;17:50:47;5;0;152
817;817;8111;20;1355;feed part from magazin;200;12.05.2021;17:51:14;12.05.2021;17:51:16;11;27;152
818;818;8111;30;1355;assembly part with defined PCB;300;12.05.2021;18:03:08;12.05.2021;18:04:46;8;6;152
819;819;8111;40;1355;feed part from magazin;200;12.05.2021;18:05:32;12.05.2021;18:05:34;6;63;152
820;820;8111;50;1355;pressing for time in seconds;110;12.05.2021;18:05:49;12.05.2021;18:05:52;7;14;152
821;821;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:07:39;12.05.2021;18:07:52;5;1126;152
822;822;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:51:13;12.05.2021;17:51:27;5;0;153
823;823;8111;20;1355;feed part from magazin;200;12.05.2021;17:51:55;12.05.2021;17:51:56;11;27;153
824;824;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:58:53;12.05.2021;18:01:06;8;6;153
825;825;8111;40;1355;feed part from magazin;200;12.05.2021;18:01:47;12.05.2021;18:01:49;6;63;153
826;826;8111;50;1355;pressing for time in seconds;110;12.05.2021;18:02:03;12.05.2021;18:02:05;7;14;153
827;827;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:03:40;12.05.2021;18:03:52;5;1126;153
828;828;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:52:08;12.05.2021;17:52:22;5;0;154
829;829;8111;20;1355;feed part from magazin;200;12.05.2021;17:52:49;12.05.2021;17:52:51;11;27;154
830;830;8111;30;1355;assembly part with defined PCB;300;12.05.2021;18:04:50;12.05.2021;18:06:29;8;6;154
831;831;8111;40;1355;feed part from magazin;200;12.05.2021;18:07:19;12.05.2021;18:07:21;6;63;154
832;832;8111;50;1355;pressing for time in seconds;110;12.05.2021;18:07:35;12.05.2021;18:07:37;7;14;154
833;833;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:10:02;12.05.2021;18:10:16;5;1126;154
834;834;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:53:40;12.05.2021;17:53:56;5;0;155
835;835;8111;20;1355;feed part from magazin;200;12.05.2021;17:54:22;12.05.2021;17:54:24;11;27;155
836;836;8111;30;1355;assembly part with defined PCB;300;12.05.2021;18:06:33;12.05.2021;18:08:11;8;6;155
837;837;8111;40;1355;feed part from magazin;200;12.05.2021;18:08:54;12.05.2021;18:08:57;6;63;155
838;838;8111;50;1355;pressing for time in seconds;110;12.05.2021;18:09:10;12.05.2021;18:09:12;7;14;155
839;839;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:10:32;12.05.2021;18:10:47;5;1126;155
840;840;8010;10;1356;release a defined part on stopper 1;212;12.05.2021;18:05:51;12.05.2021;18:06:05;5;0;156
841;841;8010;20;1356;feed part from magazin;200;12.05.2021;18:06:32;12.05.2021;18:06:34;11;27;156
842;842;8010;30;1356;assemble a PCB with one fuse left;302;12.05.2021;18:08:48;12.05.2021;18:11:05;8;6;156
843;843;8010;40;1356;feed part from magazin;200;12.05.2021;18:11:58;12.05.2021;18:12:01;6;63;156
844;844;8010;50;1356;pressing for time in seconds;110;12.05.2021;18:12:18;12.05.2021;18:12:20;7;14;156
845;845;8010;60;1356;store a part from stopper 2;211;12.05.2021;18:14:14;12.05.2021;18:14:26;5;1126;156
846;846;8010;10;1356;release a defined part on stopper 1;212;12.05.2021;18:06:09;12.05.2021;18:06:21;5;0;157
847;847;8010;20;1356;feed part from magazin;200;12.05.2021;18:06:48;12.05.2021;18:06:50;11;27;157
848;848;8010;30;1356;assemble a PCB with one fuse left;302;12.05.2021;18:11:10;12.05.2021;18:12:53;8;6;157
849;849;8010;40;1356;feed part from magazin;200;12.05.2021;18:13:38;12.05.2021;18:13:40;6;63;157
850;850;8010;50;1356;pressing for time in seconds;110;12.05.2021;18:13:57;12.05.2021;18:14:00;7;14;157
851;851;8010;60;1356;store a part from stopper 2;211;12.05.2021;18:15:20;12.05.2021;18:15:33;5;1126;157
852;852;8010;10;1356;release a defined part on stopper 1;212;12.05.2021;18:06:25;12.05.2021;18:06:37;5;0;158
853;853;8010;20;1356;feed part from magazin;200;12.05.2021;18:07:04;12.05.2021;18:07:05;11;27;158
854;854;8010;30;1356;assemble a PCB with one fuse left;302;12.05.2021;18:12:58;12.05.2021;18:14:41;8;6;158
855;855;8010;40;1356;feed part from magazin;200;12.05.2021;18:15:31;12.05.2021;18:15:33;6;63;158
856;856;8010;50;1356;pressing for time in seconds;110;12.05.2021;18:15:47;12.05.2021;18:15:49;7;14;158
857;857;8010;60;1356;store a part from stopper 2;211;12.05.2021;18:17:24;12.05.2021;18:17:35;5;1126;158
858;858;8010;10;1356;release a defined part on stopper 1;212;12.05.2021;18:07:53;12.05.2021;18:08:07;5;0;159
859;859;8010;20;1356;feed part from magazin;200;12.05.2021;18:08:34;12.05.2021;18:08:36;11;27;159
860;860;8010;30;1356;assemble a PCB with one fuse left;302;12.05.2021;18:16:46;12.05.2021;18:18:29;8;6;159
861;861;8010;40;1356;feed part from magazin;200;12.05.2021;18:19:14;12.05.2021;18:19:16;6;63;159
862;862;8010;50;1356;pressing for time in seconds;110;12.05.2021;18:19:31;12.05.2021;18:19:33;7;14;159
863;863;8010;60;1356;store a part from stopper 2;211;12.05.2021;18:21:21;12.05.2021;18:21:32;5;1126;159
864;864;8010;10;1356;release a defined part on stopper 1;212;12.05.2021;18:08:11;12.05.2021;18:08:25;5;0;160
865;865;8010;20;1356;feed part from magazin;200;12.05.2021;18:08:52;12.05.2021;18:08:53;11;27;160
866;866;8010;30;1356;assemble a PCB with one fuse left;302;12.05.2021;18:24:45;12.05.2021;18:26:28;8;6;160
867;867;8010;40;1356;feed part from magazin;200;12.05.2021;18:27:09;12.05.2021;18:27:12;6;63;160
868;868;8010;50;1356;pressing for time in seconds;110;12.05.2021;18:27:25;12.05.2021;18:27:27;7;14;160
869;869;8010;60;1356;store a part from stopper 2;211;12.05.2021;18:29:02;12.05.2021;18:29:14;5;1126;160
870;870;8011;10;1356;release a defined part on stopper 1;212;12.05.2021;18:08:29;12.05.2021;18:08:42;5;0;161
871;871;8011;20;1356;feed part from magazin;200;12.05.2021;18:09:09;12.05.2021;18:09:11;11;27;161
872;872;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.2021;18:14:47;12.05.2021;18:16:39;8;6;161
873;873;8011;40;1356;feed part from magazin;200;12.05.2021;18:17:46;12.05.2021;18:17:48;6;63;161
874;874;8011;50;1356;pressing for time in seconds;110;12.05.2021;18:18:06;12.05.2021;18:18:08;7;14;161
875;875;8011;60;1356;store a part from stopper 2;211;12.05.2021;18:19:54;12.05.2021;18:20:06;5;1126;161
876;876;8011;10;1356;release a defined part on stopper 1;212;12.05.2021;18:08:46;12.05.2021;18:09:00;5;0;162
877;877;8011;20;1356;feed part from magazin;200;12.05.2021;18:09:26;12.05.2021;18:09:28;11;27;162
878;878;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.2021;18:20:49;12.05.2021;18:22:41;8;6;162
879;879;8011;40;1356;feed part from magazin;200;12.05.2021;18:23:37;12.05.2021;18:23:40;6;63;162
880;880;8011;50;1356;pressing for time in seconds;110;12.05.2021;18:23:55;12.05.2021;18:23:58;7;14;162
881;881;8011;60;1356;store a part from stopper 2;211;12.05.2021;18:25:47;12.05.2021;18:25:59;5;1126;162
882;882;8011;10;1356;release a defined part on stopper 1;212;12.05.2021;18:09:18;12.05.2021;18:09:32;5;0;163
883;883;8011;20;1356;feed part from magazin;200;12.05.2021;18:09:59;12.05.2021;18:10:01;11;27;163
884;884;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.2021;18:18:53;12.05.2021;18:20:45;8;6;163
885;885;8011;40;1356;feed part from magazin;200;12.05.2021;18:21:27;12.05.2021;18:21:29;6;63;163
886;886;8011;50;1356;pressing for time in seconds;110;12.05.2021;18:21:53;12.05.2021;18:21:55;7;14;163
887;887;8011;60;1356;store a part from stopper 2;211;12.05.2021;18:23:31;12.05.2021;18:23:43;5;1126;163
888;888;8011;10;1356;release a defined part on stopper 1;212;12.05.2021;18:12:09;12.05.2021;18:12:23;5;0;164
889;889;8011;20;1356;feed part from magazin;200;12.05.2021;18:12:50;12.05.2021;18:12:51;11;27;164
890;890;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.2021;18:22:48;12.05.2021;18:24:40;8;6;164
891;891;8011;40;1356;feed part from magazin;200;12.05.2021;18:25:25;12.05.2021;18:25:27;6;63;164
892;892;8011;50;1356;pressing for time in seconds;110;12.05.2021;18:25:49;12.05.2021;18:25:52;7;14;164
893;893;8011;60;1356;store a part from stopper 2;211;12.05.2021;18:27:31;12.05.2021;18:27:43;5;1126;164
894;894;8011;10;1356;release a defined part on stopper 1;212;12.05.2021;18:12:29;12.05.2021;18:12:44;5;0;165
895;895;8011;20;1356;feed part from magazin;200;12.05.2021;18:13:10;12.05.2021;18:13:13;11;27;165
896;896;8011;30;1356;assemble a PCB with fuse left and right ;304;12.05.2021;18:26:32;12.05.2021;18:28:25;8;6;165
897;897;8011;40;1356;feed part from magazin;200;12.05.2021;18:29:24;12.05.2021;18:29:26;6;63;165
898;898;8011;50;1356;pressing for time in seconds;110;12.05.2021;18:29:45;12.05.2021;18:29:47;7;14;165
899;899;8011;60;1356;store a part from stopper 2;211;12.05.2021;18:31:23;12.05.2021;18:31:35;5;1126;165
900;900;8110;20;1357;feed part from magazin;200;12.05.2021;18:20:35;12.05.2021;18:20:36;11;27;error
901;901;8110;30;1357;assembly part with defined PCB;300;12.05.2021;18:39:20;12.05.2021;18:40:50;8;6;error
902;902;8110;40;1357;feed part from magazin;200;12.05.2021;18:41:31;12.05.2021;18:41:33;6;63;error
903;903;8110;50;1357;pressing for time in seconds;110;12.05.2021;18:41:46;12.05.2021;18:41:48;7;14;error
904;904;8110;60;1357;store a part from stopper 2;211;12.05.2021;18:43:09;12.05.2021;18:43:21;5;1126;error
905;905;8110;10;1357;release a defined part on stopper 1;212;12.05.2021;18:19:27;12.05.2021;18:19:40;5;0;error
906;906;8110;10;1357;release a defined part on stopper 1;212;12.05.2021;18:20:07;12.05.2021;18:20:20;5;0;168
907;907;8110;20;1357;feed part from magazin;200;12.05.2021;18:20:47;12.05.2021;18:20:48;11;27;168
908;908;8110;30;1357;assembly part with defined PCB;300;12.05.2021;18:30:44;12.05.2021;18:32:14;8;6;168
909;909;8110;40;1357;feed part from magazin;200;12.05.2021;18:33:04;12.05.2021;18:33:07;6;63;168
910;910;8110;50;1357;pressing for time in seconds;110;12.05.2021;18:33:20;12.05.2021;18:33:22;7;14;168
911;911;8110;60;1357;store a part from stopper 2;211;12.05.2021;18:34:58;12.05.2021;18:35:11;5;1126;168
912;912;8110;10;1357;release a defined part on stopper 1;212;12.05.2021;18:20:29;12.05.2021;18:20:42;5;0;169
913;913;8110;20;1357;feed part from magazin;200;12.05.2021;18:21:09;12.05.2021;18:21:11;11;27;169
914;914;8110;30;1357;assembly part with defined PCB;300;12.05.2021;18:35:40;12.05.2021;18:37:11;8;6;169
915;915;8110;40;1357;feed part from magazin;200;12.05.2021;18:37:56;12.05.2021;18:37:59;6;63;169
916;916;8110;50;1357;pressing for time in seconds;110;12.05.2021;18:38:14;12.05.2021;18:38:16;7;14;169
917;917;8110;60;1357;store a part from stopper 2;211;12.05.2021;18:39:58;12.05.2021;18:40:10;5;1126;169
918;918;8110;10;1357;release a defined part on stopper 1;212;12.05.2021;18:21:37;12.05.2021;18:21:51;5;0;170
919;919;8110;20;1357;feed part from magazin;200;12.05.2021;18:22:18;12.05.2021;18:22:20;11;27;170
920;920;8110;30;1357;assembly part with defined PCB;300;12.05.2021;18:28:45;12.05.2021;18:30:39;8;6;170
921;921;8110;40;1357;feed part from magazin;200;12.05.2021;18:31:30;12.05.2021;18:31:33;6;63;170
922;922;8110;50;1357;pressing for time in seconds;110;12.05.2021;18:31:48;12.05.2021;18:31:51;7;14;170
923;923;8110;60;1357;store a part from stopper 2;211;12.05.2021;18:33:51;12.05.2021;18:34:04;5;1126;170
924;924;8110;10;1357;release a defined part on stopper 1;212;12.05.2021;18:23:04;12.05.2021;18:23:17;5;0;171
925;925;8110;20;1357;feed part from magazin;200;12.05.2021;18:24:12;12.05.2021;18:24:14;11;27;171
926;926;8110;30;1357;assembly part with defined PCB;300;12.05.2021;18:34:05;12.05.2021;18:35:36;8;6;171
927;927;8110;40;1357;feed part from magazin;200;12.05.2021;18:36:21;12.05.2021;18:36:24;6;63;171
928;928;8110;50;1357;pressing for time in seconds;110;12.05.2021;18:36:37;12.05.2021;18:36:39;7;14;171
929;929;8110;60;1357;store a part from stopper 2;211;12.05.2021;18:38:29;12.05.2021;18:38:41;5;1126;171
930;930;8111;30;1357;assembly part with defined PCB;300;12.05.2021;18:32:19;12.05.2021;18:33:58;8;6;error
931;931;8111;40;1357;feed part from magazin;200;12.05.2021;18:34:52;12.05.2021;18:34:54;6;63;error
932;932;8111;50;1357;pressing for time in seconds;110;12.05.2021;18:35:15;12.05.2021;18:35:17;7;14;error
933;933;8111;60;1357;store a part from stopper 2;211;12.05.2021;18:36:37;12.05.2021;18:36:52;5;1126;error
934;934;8111;10;1357;release a defined part on stopper 1;212;12.05.2021;18:26:00;12.05.2021;18:26:14;5;0;error
935;935;8111;20;1357;feed part from magazin;200;12.05.2021;18:26:40;12.05.2021;18:26:42;11;27;error
936;936;8111;10;1357;release a defined part on stopper 1;212;12.05.2021;18:27:44;12.05.2021;18:27:58;5;0;174
937;937;8111;20;1357;feed part from magazin;200;12.05.2021;18:28:52;12.05.2021;18:28:54;11;27;174
938;938;8111;30;1357;assembly part with defined PCB;300;12.05.2021;18:40:55;12.05.2021;18:42:34;8;6;174
939;939;8111;40;1357;feed part from magazin;200;12.05.2021;18:43:15;12.05.2021;18:43:18;6;63;174
940;940;8111;50;1357;pressing for time in seconds;110;12.05.2021;18:43:31;12.05.2021;18:43:33;7;14;174
941;941;8111;60;1357;store a part from stopper 2;211;12.05.2021;18:45:42;12.05.2021;18:45:54;5;1126;174
942;942;8111;10;1357;release a defined part on stopper 1;212;12.05.2021;18:29:40;12.05.2021;18:29:55;5;0;175
943;943;8111;20;1357;feed part from magazin;200;12.05.2021;18:30:21;12.05.2021;18:30:24;11;27;175
944;944;8111;30;1357;assembly part with defined PCB;300;12.05.2021;18:37:32;12.05.2021;18:39:15;8;6;175
945;945;8111;40;1357;feed part from magazin;200;12.05.2021;18:39:58;12.05.2021;18:40:01;6;63;175
946;946;8111;50;1357;pressing for time in seconds;110;12.05.2021;18:40:16;12.05.2021;18:40:18;7;14;175
947;947;8111;60;1357;store a part from stopper 2;211;12.05.2021;18:41:51;12.05.2021;18:42:03;5;1126;175
948;948;8111;10;1357;release a defined part on stopper 1;212;12.05.2021;18:31:36;12.05.2021;18:31:51;5;0;176
949;949;8111;20;1357;feed part from magazin;200;12.05.2021;18:32:17;12.05.2021;18:32:19;11;27;176
950;950;8111;30;1357;assembly part with defined PCB;300;12.05.2021;18:42:39;12.05.2021;18:44:18;8;6;176
951;951;8111;40;1357;feed part from magazin;200;12.05.2021;18:45:03;12.05.2021;18:45:05;6;63;176
952;952;8111;50;1357;pressing for time in seconds;110;12.05.2021;18:45:18;12.05.2021;18:45:20;7;14;176
953;953;8111;60;1357;store a part from stopper 2;211;12.05.2021;18:47:07;12.05.2021;18:47:19;5;1126;176
954;954;8111;10;1357;release a defined part on stopper 1;212;12.05.2021;18:33:20;12.05.2021;18:33:35;5;0;177
955;955;8111;20;1357;feed part from magazin;200;12.05.2021;18:34:02;12.05.2021;18:34:03;11;27;177
956;956;8111;30;1357;assembly part with defined PCB;300;12.05.2021;18:44:41;12.05.2021;18:46:21;8;6;177
957;957;8111;40;1357;feed part from magazin;200;12.05.2021;18:47:02;12.05.2021;18:47:04;6;63;177
958;958;8111;50;1357;pressing for time in seconds;110;12.05.2021;18:47:18;12.05.2021;18:47:20;7;14;177
959;959;8111;60;1357;store a part from stopper 2;211;12.05.2021;18:49:01;12.05.2021;18:49:13;5;1126;177
960;960;8010;10;1358;release a defined part on stopper 1;212;12.05.2021;18:42:08;12.05.2021;18:42:22;5;0;178
961;961;8010;20;1358;feed part from magazin;200;12.05.2021;18:42:49;12.05.2021;18:42:50;11;27;178
962;962;8010;30;1358;assemble a PCB with one fuse left;302;12.05.2021;18:46:26;12.05.2021;18:48:43;8;6;178
963;963;8010;40;1358;feed part from magazin;200;12.05.2021;18:49:39;12.05.2021;18:49:41;6;63;178
964;964;8010;50;1358;pressing for time in seconds;110;12.05.2021;18:49:55;12.05.2021;18:49:57;7;14;178
965;965;8010;60;1358;store a part from stopper 2;211;12.05.2021;18:51:33;12.05.2021;18:51:45;5;1126;178
966;966;8010;10;1358;release a defined part on stopper 1;212;12.05.2021;18:43:42;12.05.2021;18:43:55;5;0;179
967;967;8010;20;1358;feed part from magazin;200;12.05.2021;18:44:22;12.05.2021;18:44:24;11;27;179
968;968;8010;30;1358;assemble a PCB with one fuse left;302;12.05.2021;18:48:48;12.05.2021;18:50:32;8;6;179
969;969;8010;40;1358;feed part from magazin;200;12.05.2021;18:51:17;12.05.2021;18:51:19;6;63;179
970;970;8010;50;1358;pressing for time in seconds;110;12.05.2021;18:51:40;12.05.2021;18:51:43;7;14;179
971;971;8010;60;1358;store a part from stopper 2;211;12.05.2021;18:54:04;12.05.2021;18:54:16;5;1126;179
972;972;8010;10;1358;release a defined part on stopper 1;212;12.05.2021;18:43:58;12.05.2021;18:44:11;5;0;180
973;973;8010;20;1358;feed part from magazin;200;12.05.2021;18:44:38;12.05.2021;18:44:40;11;27;180
974;974;8010;30;1358;assemble a PCB with one fuse left;302;12.05.2021;18:50:36;12.05.2021;18:52:19;8;6;180
975;975;8010;40;1358;feed part from magazin;200;12.05.2021;18:53:20;12.05.2021;18:53:23;6;63;180
976;976;8010;50;1358;pressing for time in seconds;110;12.05.2021;18:53:38;12.05.2021;18:53:40;7;14;180
977;977;8010;60;1358;store a part from stopper 2;211;12.05.2021;18:55:32;12.05.2021;18:55:44;5;1126;180
978;978;8010;10;1358;release a defined part on stopper 1;212;12.05.2021;18:44:15;12.05.2021;18:44:29;5;0;181
979;979;8010;20;1358;feed part from magazin;200;12.05.2021;18:44:56;12.05.2021;18:44:58;11;27;181
980;980;8010;30;1358;assemble a PCB with one fuse left;302;12.05.2021;18:53:28;12.05.2021;18:55:11;8;6;181
981;981;8010;40;1358;feed part from magazin;200;12.05.2021;18:55:58;12.05.2021;18:56:00;6;63;181
982;982;8010;50;1358;pressing for time in seconds;110;12.05.2021;18:56:16;12.05.2021;18:56:18;7;14;181
983;983;8010;60;1358;store a part from stopper 2;211;12.05.2021;18:57:37;12.05.2021;18:57:51;5;1126;181
