;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
1002;1002;8110;10;1358;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:47:25;12.05.21;18:47:40;5;0;2021-12-05 18:47:25;2021-12-05 18:47:40;168
1003;1003;8110;20;1358;feed part from magazin;200;12.05.21;2022-09-22 18:48:07;12.05.21;18:48:09;11;27;2021-12-05 18:48:07;2021-12-05 18:48:09;168
1016;1016;8110;30;1358;assembly part with defined PCB;300;12.05.21;2022-09-22 18:58:28;12.05.21;18:59:59;8;6;2021-12-05 18:58:28;2021-12-05 18:59:59;168
1017;1017;8110;40;1358;feed part from magazin;200;12.05.21;2022-09-22 19:00:40;12.05.21;19:00:43;6;63;2021-12-05 19:00:40;2021-12-05 19:00:43;168
1018;1018;8110;50;1358;pressing for time in seconds;110;12.05.21;2022-09-22 19:00:59;12.05.21;19:01:01;7;14;2021-12-05 19:00:59;2021-12-05 19:01:01;168
1019;1019;8110;60;1358;store a part from stopper 2;211;12.05.21;2022-09-22 19:02:22;12.05.21;19:02:35;5;1126;2021-12-05 19:02:22;2021-12-05 19:02:35;168
1008;1008;8110;10;1358;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:49:14;12.05.21;18:49:28;5;0;2021-12-05 18:49:14;2021-12-05 18:49:28;169
1009;1009;8110;20;1358;feed part from magazin;200;12.05.21;2022-09-22 18:49:55;12.05.21;18:49:57;11;27;2021-12-05 18:49:55;2021-12-05 18:49:57;169
992;992;8110;30;1358;assembly part with defined PCB;300;12.05.21;2022-09-22 19:00:37;12.05.21;19:02:08;8;6;2021-12-05 19:00:37;2021-12-05 19:02:08;169
993;993;8110;40;1358;feed part from magazin;200;12.05.21;2022-09-22 19:02:49;12.05.21;19:02:52;6;63;2021-12-05 19:02:49;2021-12-05 19:02:52;169
994;994;8110;50;1358;pressing for time in seconds;110;12.05.21;2022-09-22 19:03:05;12.05.21;19:03:07;7;14;2021-12-05 19:03:05;2021-12-05 19:03:07;169
995;995;8110;60;1358;store a part from stopper 2;211;12.05.21;2022-09-22 19:04:54;12.05.21;19:05:06;5;1126;2021-12-05 19:04:54;2021-12-05 19:05:06;169
1014;1014;8110;10;1358;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:50:56;12.05.21;18:51:10;5;0;2021-12-05 18:50:56;2021-12-05 18:51:10;170
1015;1015;8110;20;1358;feed part from magazin;200;12.05.21;2022-09-22 18:51:37;12.05.21;18:51:39;11;27;2021-12-05 18:51:37;2021-12-05 18:51:39;170
1010;1010;8110;30;1358;assembly part with defined PCB;300;12.05.21;2022-09-22 19:02:12;12.05.21;19:03:42;8;6;2021-12-05 19:02:12;2021-12-05 19:03:42;170
1011;1011;8110;40;1358;feed part from magazin;200;12.05.21;2022-09-22 19:04:26;12.05.21;19:04:29;6;63;2021-12-05 19:04:26;2021-12-05 19:04:29;170
1012;1012;8110;50;1358;pressing for time in seconds;110;12.05.21;2022-09-22 19:04:46;12.05.21;19:04:48;7;14;2021-12-05 19:04:46;2021-12-05 19:04:48;170
1013;1013;8110;60;1358;store a part from stopper 2;211;12.05.21;2022-09-22 19:06:44;12.05.21;19:06:55;5;1126;2021-12-05 19:06:44;2021-12-05 19:06:55;170
1020;1020;8011;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:01:20;12.05.21;19:01:35;5;0;2021-12-05 19:01:20;2021-12-05 19:01:35;171
1021;1021;8011;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:02:01;12.05.21;19:02:03;11;27;2021-12-05 19:02:01;2021-12-05 19:02:03;171
1022;1022;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:06:01;12.05.21;19:07:53;8;6;2021-12-05 19:06:01;2021-12-05 19:07:53;171
1023;1023;8011;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:08:48;12.05.21;19:08:51;6;63;2021-12-05 19:08:48;2021-12-05 19:08:51;171
1024;1024;8011;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:09:09;12.05.21;19:09:11;7;14;2021-12-05 19:09:09;2021-12-05 19:09:11;171
1025;1025;8011;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:10:50;12.05.21;19:11:02;5;1126;2021-12-05 19:10:50;2021-12-05 19:11:02;171
1026;1026;8011;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:03:05;12.05.21;19:03:18;5;0;2021-12-05 19:03:05;2021-12-05 19:03:18;172
1027;1027;8011;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:03:44;12.05.21;19:03:47;11;27;2021-12-05 19:03:44;2021-12-05 19:03:47;172
1028;1028;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:07:57;12.05.21;19:09:48;8;6;2021-12-05 19:07:57;2021-12-05 19:09:48;172
1029;1029;8011;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:10:34;12.05.21;19:10:36;6;63;2021-12-05 19:10:34;2021-12-05 19:10:36;172
1030;1030;8011;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:10:53;12.05.21;19:10:56;7;14;2021-12-05 19:10:53;2021-12-05 19:10:56;172
1031;1031;8011;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:12:14;12.05.21;19:12:27;5;1126;2021-12-05 19:12:14;2021-12-05 19:12:27;172
1032;1032;8011;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:03:21;12.05.21;19:03:33;5;0;2021-12-05 19:03:21;2021-12-05 19:03:33;173
1033;1033;8011;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:04:00;12.05.21;19:04:02;11;27;2021-12-05 19:04:00;2021-12-05 19:04:02;173
1040;1040;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:10:15;12.05.21;19:12:06;8;6;2021-12-05 19:10:15;2021-12-05 19:12:06;173
1041;1041;8011;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:13:10;12.05.21;19:13:12;6;63;2021-12-05 19:13:10;2021-12-05 19:13:12;173
1042;1042;8011;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:13:27;12.05.21;19:13:30;7;14;2021-12-05 19:13:27;2021-12-05 19:13:30;173
1043;1043;8011;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:15:14;12.05.21;19:15:26;5;1126;2021-12-05 19:15:14;2021-12-05 19:15:26;173
1038;1038;8011;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:03:37;12.05.21;19:03:50;5;0;2021-12-05 19:03:37;2021-12-05 19:03:50;174
1039;1039;8011;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:04:17;12.05.21;19:04:19;11;27;2021-12-05 19:04:17;2021-12-05 19:04:19;174
1034;1034;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:21:30;12.05.21;19:23:21;8;6;2021-12-05 19:21:30;2021-12-05 19:23:21;174
1035;1035;8011;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:24:15;12.05.21;19:24:18;6;63;2021-12-05 19:24:15;2021-12-05 19:24:18;174
1036;1036;8011;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:24:33;12.05.21;19:24:35;7;14;2021-12-05 19:24:33;2021-12-05 19:24:35;174
1037;1037;8011;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:26:31;12.05.21;19:26:43;5;1126;2021-12-05 19:26:31;2021-12-05 19:26:43;174
1044;1044;8011;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:03:54;12.05.21;19:04:08;5;0;2021-12-05 19:03:54;2021-12-05 19:04:08;175
1045;1045;8011;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:04:35;12.05.21;19:04:36;11;27;2021-12-05 19:04:35;2021-12-05 19:04:36;175
1046;1046;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:23:28;12.05.21;19:25:19;8;6;2021-12-05 19:23:28;2021-12-05 19:25:19;175
1047;1047;8011;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:26:09;12.05.21;19:26:12;6;63;2021-12-05 19:26:09;2021-12-05 19:26:12;175
1048;1048;8011;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:26:25;12.05.21;19:26:27;7;14;2021-12-05 19:26:25;2021-12-05 19:26:27;175
1049;1049;8011;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:28:04;12.05.21;19:28:16;5;1126;2021-12-05 19:28:04;2021-12-05 19:28:16;175
1050;1050;8111;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:04:18;12.05.21;19:04:31;5;0;2021-12-05 19:04:18;2021-12-05 19:04:31;176
1051;1051;8111;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:04:58;12.05.21;19:05:00;11;27;2021-12-05 19:04:58;2021-12-05 19:05:00;176
1058;1058;8111;30;1359;assembly part with defined PCB;300;12.05.21;2022-09-22 19:12:10;12.05.21;19:13:49;8;6;2021-12-05 19:12:10;2021-12-05 19:13:49;176
1059;1059;8111;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:14:39;12.05.21;19:14:42;6;63;2021-12-05 19:14:39;2021-12-05 19:14:42;176
1060;1060;8111;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:14:57;12.05.21;19:14:59;7;14;2021-12-05 19:14:57;2021-12-05 19:14:59;176
1061;1061;8111;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:16:32;12.05.21;19:16:44;5;1126;2021-12-05 19:16:32;2021-12-05 19:16:44;176
1056;1056;8111;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:04:37;12.05.21;19:04:50;5;0;2021-12-05 19:04:37;2021-12-05 19:04:50;177
1057;1057;8111;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:05:17;12.05.21;19:05:18;11;27;2021-12-05 19:05:17;2021-12-05 19:05:18;177
1064;1064;8111;30;1359;assembly part with defined PCB;300;12.05.21;2022-09-22 19:13:53;12.05.21;19:15:32;8;6;2021-12-05 19:13:53;2021-12-05 19:15:32;177
1065;1065;8111;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:16:13;12.05.21;19:16:16;6;63;2021-12-05 19:16:13;2021-12-05 19:16:16;177
1066;1066;8111;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:16:29;12.05.21;19:16:31;7;14;2021-12-05 19:16:29;2021-12-05 19:16:31;177
1067;1067;8111;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:18:16;12.05.21;19:18:29;5;1126;2021-12-05 19:18:16;2021-12-05 19:18:29;177
1062;1062;8111;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:06:56;12.05.21;19:07:09;5;0;2021-12-05 19:06:56;2021-12-05 19:07:09;178
1063;1063;8111;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:07:36;12.05.21;19:07:38;11;27;2021-12-05 19:07:36;2021-12-05 19:07:38;178
1070;1070;8111;30;1359;assembly part with defined PCB;300;12.05.21;2022-09-22 19:15:36;12.05.21;19:17:15;8;6;2021-12-05 19:15:36;2021-12-05 19:17:15;178
1071;1071;8111;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:18:05;12.05.21;19:18:07;6;63;2021-12-05 19:18:05;2021-12-05 19:18:07;178
1072;1072;8111;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:18:22;12.05.21;19:18:24;7;14;2021-12-05 19:18:22;2021-12-05 19:18:24;178
1073;1073;8111;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:19:42;12.05.21;19:19:56;5;1126;2021-12-05 19:19:42;2021-12-05 19:19:56;178
1068;1068;8111;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:09:00;12.05.21;19:09:15;5;0;2021-12-05 19:09:00;2021-12-05 19:09:15;179
1069;1069;8111;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:09:42;12.05.21;19:09:43;11;27;2021-12-05 19:09:42;2021-12-05 19:09:43;179
1052;1052;8111;30;1359;assembly part with defined PCB;300;12.05.21;2022-09-22 19:17:58;12.05.21;19:19:42;8;6;2021-12-05 19:17:58;2021-12-05 19:19:42;179
1053;1053;8111;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:20:42;12.05.21;19:20:44;6;63;2021-12-05 19:20:42;2021-12-05 19:20:44;179
1054;1054;8111;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:21:06;12.05.21;19:21:08;7;14;2021-12-05 19:21:06;2021-12-05 19:21:08;179
1055;1055;8111;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:22:51;12.05.21;19:23:03;5;1126;2021-12-05 19:22:51;2021-12-05 19:23:03;179
1074;1074;8111;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:11:03;12.05.21;19:11:17;5;0;2021-12-05 19:11:03;2021-12-05 19:11:17;180
1075;1075;8111;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:11:44;12.05.21;19:11:47;11;27;2021-12-05 19:11:44;2021-12-05 19:11:47;180
1076;1076;8111;30;1359;assembly part with defined PCB;300;12.05.21;2022-09-22 19:19:47;12.05.21;19:21:26;8;6;2021-12-05 19:19:47;2021-12-05 19:21:26;180
1077;1077;8111;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:22:22;12.05.21;19:22:24;6;63;2021-12-05 19:22:22;2021-12-05 19:22:24;180
1078;1078;8111;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:22:38;12.05.21;19:22:40;7;14;2021-12-05 19:22:38;2021-12-05 19:22:40;180
1079;1079;8111;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:24:14;12.05.21;19:24:25;5;1126;2021-12-05 19:24:14;2021-12-05 19:24:25;180
1080;1080;8010;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:20:02;12.05.21;19:20:17;5;0;2021-12-05 19:20:02;2021-12-05 19:20:17;181
1081;1081;8010;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:20:43;12.05.21;19:20:45;11;27;2021-12-05 19:20:43;2021-12-05 19:20:45;181
1082;1082;8010;30;1360;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:25:23;12.05.21;19:25:50;8;6;2021-12-05 19:25:23;2021-12-05 19:25:50;181
1083;1083;8010;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:26:39;12.05.21;19:36:33;6;63;2021-12-05 19:26:39;2021-12-05 19:36:33;181
1096;1096;8010;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:28:47;12.05.21;19:28:49;7;14;2021-12-05 19:28:47;2021-12-05 19:28:49;181
1097;1097;8010;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:30:29;12.05.21;19:30:41;5;1126;2021-12-05 19:30:29;2021-12-05 19:30:41;181
1091;1091;8010;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:20:20;12.05.21;19:20:32;5;0;2021-12-05 19:20:20;2021-12-05 19:20:32;182
1086;1086;8010;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:20:59;12.05.21;19:21:01;11;27;2021-12-05 19:20:59;2021-12-05 19:21:01;182
1094;1094;8010;30;1360;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:26:23;12.05.21;19:27:37;8;6;2021-12-05 19:26:23;2021-12-05 19:27:37;182
1095;1095;8010;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:28:29;12.05.21;19:28:31;6;63;2021-12-05 19:28:29;2021-12-05 19:28:31;182
1084;1084;8010;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:40:04;12.05.21;19:40:06;7;14;2021-12-05 19:40:04;2021-12-05 19:40:06;182
1085;1085;8010;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:41:45;12.05.21;19:41:57;5;1126;2021-12-05 19:41:45;2021-12-05 19:41:57;182
1092;1092;8010;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:20:36;12.05.21;19:20:49;5;0;2021-12-05 19:20:36;2021-12-05 19:20:49;183
1093;1093;8010;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:21:16;12.05.21;19:21:18;11;27;2021-12-05 19:21:16;2021-12-05 19:21:18;183
1100;1100;8010;30;1360;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:36:12;12.05.21;19:37:55;8;6;2021-12-05 19:36:12;2021-12-05 19:37:55;183
1101;1101;8010;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:39:54;12.05.21;19:39:56;6;63;2021-12-05 19:39:54;2021-12-05 19:39:56;183
1102;1102;8010;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:40:39;12.05.21;19:40:41;7;14;2021-12-05 19:40:39;2021-12-05 19:40:41;183
1103;1103;8010;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:42:16;12.05.21;19:42:28;5;1126;2021-12-05 19:42:16;2021-12-05 19:42:28;183
1098;1098;8010;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:21:33;12.05.21;19:21:47;5;0;2021-12-05 19:21:33;2021-12-05 19:21:47;184
1099;1099;8010;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:22:14;12.05.21;19:22:16;11;27;2021-12-05 19:22:14;2021-12-05 19:22:16;184
1087;1087;8010;30;1360;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:39:44;12.05.21;19:41:27;8;6;2021-12-05 19:39:44;2021-12-05 19:41:27;184
1088;1088;8010;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:42:15;12.05.21;19:42:17;6;63;2021-12-05 19:42:15;2021-12-05 19:42:17;184
1089;1089;8010;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:42:30;12.05.21;19:42:33;7;14;2021-12-05 19:42:30;2021-12-05 19:42:33;184
1090;1090;8010;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:44:04;12.05.21;19:44:18;5;1126;2021-12-05 19:44:04;2021-12-05 19:44:18;184
1104;1104;8010;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:21:51;12.05.21;19:22:05;5;0;2021-12-05 19:21:51;2021-12-05 19:22:05;185
1105;1105;8010;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:22:31;12.05.21;19:22:33;11;27;2021-12-05 19:22:31;2021-12-05 19:22:33;185
1106;1106;8010;30;1360;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:41:31;12.05.21;19:43:14;8;6;2021-12-05 19:41:31;2021-12-05 19:43:14;185
1107;1107;8010;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:44:07;12.05.21;19:44:09;6;63;2021-12-05 19:44:07;2021-12-05 19:44:09;185
1108;1108;8010;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:44:25;12.05.21;19:44:27;7;14;2021-12-05 19:44:25;2021-12-05 19:44:27;185
1109;1109;8010;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:46:32;12.05.21;19:46:44;5;1126;2021-12-05 19:46:32;2021-12-05 19:46:44;185
1110;1110;8111;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:22:14;12.05.21;19:22:28;5;0;2021-12-05 19:22:14;2021-12-05 19:22:28;186
1111;1111;8111;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:22:55;12.05.21;19:22:57;11;27;2021-12-05 19:22:55;2021-12-05 19:22:57;186
1112;1112;8111;30;1360;assembly part with defined PCB;300;12.05.21;2022-09-22 19:27:42;12.05.21;19:27:55;8;6;2021-12-05 19:27:42;2021-12-05 19:27:55;186
1113;1113;8111;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:28:48;12.05.21;19:28:50;6;63;2021-12-05 19:28:48;2021-12-05 19:28:50;186
1114;1114;8111;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:29:05;12.05.21;19:29:07;7;14;2021-12-05 19:29:05;2021-12-05 19:29:07;186
1115;1115;8111;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:30:51;12.05.21;19:31:03;5;1126;2021-12-05 19:30:51;2021-12-05 19:31:03;186
1116;1116;8111;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:24:31;12.05.21;19:24:45;5;0;2021-12-05 19:24:31;2021-12-05 19:24:45;187
1117;1117;8111;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:25:12;12.05.21;19:25:14;11;27;2021-12-05 19:25:12;2021-12-05 19:25:14;187
1118;1118;8111;30;1360;assembly part with defined PCB;300;12.05.21;2022-09-22 19:37:59;12.05.21;19:39:39;8;6;2021-12-05 19:37:59;2021-12-05 19:39:39;187
1119;1119;8111;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:40:27;12.05.21;19:40:29;6;63;2021-12-05 19:40:27;2021-12-05 19:40:29;187
1120;1120;8111;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:40:47;12.05.21;19:40:49;7;14;2021-12-05 19:40:47;2021-12-05 19:40:49;187
1121;1121;8111;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:43:29;12.05.21;19:43:41;5;1126;2021-12-05 19:43:29;2021-12-05 19:43:41;187
1122;1122;8111;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:26:44;12.05.21;19:26:59;5;0;2021-12-05 19:26:44;2021-12-05 19:26:59;188
1123;1123;8111;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:27:26;12.05.21;19:27:28;11;27;2021-12-05 19:27:26;2021-12-05 19:27:28;188
1124;1124;8111;30;1360;assembly part with defined PCB;300;12.05.21;2022-09-22 19:43:19;12.05.21;19:44:58;8;6;2021-12-05 19:43:19;2021-12-05 19:44:58;188
1125;1125;8111;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:45:54;12.05.21;19:45:56;6;63;2021-12-05 19:45:54;2021-12-05 19:45:56;188
1126;1126;8111;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:46:11;12.05.21;19:46:13;7;14;2021-12-05 19:46:11;2021-12-05 19:46:13;188
1127;1127;8111;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:48:43;12.05.21;19:48:56;5;1126;2021-12-05 19:48:43;2021-12-05 19:48:56;188
1128;1128;8111;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:41:15;12.05.21;19:41:29;5;0;2021-12-05 19:41:15;2021-12-05 19:41:29;189
1129;1129;8111;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:41:56;12.05.21;19:41:58;11;27;2021-12-05 19:41:56;2021-12-05 19:41:58;189
1130;1130;8111;30;1360;assembly part with defined PCB;300;12.05.21;2022-09-22 19:45:03;12.05.21;19:46:42;8;6;2021-12-05 19:45:03;2021-12-05 19:46:42;189
1131;1131;8111;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:47:28;12.05.21;19:47:30;6;63;2021-12-05 19:47:28;2021-12-05 19:47:30;189
1132;1132;8111;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:47:43;12.05.21;19:47:46;7;14;2021-12-05 19:47:43;2021-12-05 19:47:46;189
1133;1133;8111;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:49:28;12.05.21;19:49:42;5;1126;2021-12-05 19:49:28;2021-12-05 19:49:42;189
1134;1134;8111;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:41:58;12.05.21;19:42:12;5;0;2021-12-05 19:41:58;2021-12-05 19:42:12;190
1135;1135;8111;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:42:39;12.05.21;19:42:40;11;27;2021-12-05 19:42:39;2021-12-05 19:42:40;190
1136;1136;8111;30;1360;assembly part with defined PCB;300;12.05.21;2022-09-22 19:47:03;12.05.21;19:48:43;8;6;2021-12-05 19:47:03;2021-12-05 19:48:43;190
1137;1137;8111;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:49:28;12.05.21;19:49:30;6;63;2021-12-05 19:49:28;2021-12-05 19:49:30;190
1138;1138;8111;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:49:43;12.05.21;19:49:46;7;14;2021-12-05 19:49:43;2021-12-05 19:49:46;190
1139;1139;8111;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:52:00;12.05.21;19:52:14;5;1126;2021-12-05 19:52:00;2021-12-05 19:52:14;190
1140;1140;8011;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:46:45;12.05.21;19:47:00;5;0;2021-12-05 19:46:45;2021-12-05 19:47:00;191
1141;1141;8011;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:47:26;12.05.21;19:47:28;11;27;2021-12-05 19:47:26;2021-12-05 19:47:28;191
1142;1142;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:49:02;12.05.21;19:50:55;8;6;2021-12-05 19:49:02;2021-12-05 19:50:55;191
1143;1143;8011;40;1361;feed part from magazin;200;12.05.21;2022-09-22 19:51:36;12.05.21;19:51:38;6;63;2021-12-05 19:51:36;2021-12-05 19:51:38;191
1144;1144;8011;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 19:52:19;12.05.21;19:53:41;7;14;2021-12-05 19:52:19;2021-12-05 19:53:41;191
1145;1145;8011;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 19:53:53;12.05.21;19:55:37;5;1126;2021-12-05 19:53:53;2021-12-05 19:55:37;191
1146;1146;8011;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:47:04;12.05.21;19:47:20;5;0;2021-12-05 19:47:04;2021-12-05 19:47:20;192
1147;1147;8011;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:47:47;12.05.21;19:47:48;11;27;2021-12-05 19:47:47;2021-12-05 19:47:48;192
1148;1148;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:50:59;12.05.21;19:52:51;8;6;2021-12-05 19:50:59;2021-12-05 19:52:51;192
1149;1149;8011;40;1361;feed part from magazin;200;12.05.21;2022-09-22 19:54:09;12.05.21;19:54:11;6;63;2021-12-05 19:54:09;2021-12-05 19:54:11;192
1150;1150;8011;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 19:54:35;12.05.21;19:54:37;7;14;2021-12-05 19:54:35;2021-12-05 19:54:37;192
1151;1151;8011;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 19:56:21;12.05.21;19:56:34;5;1126;2021-12-05 19:56:21;2021-12-05 19:56:34;192
1152;1152;8011;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:47:23;12.05.21;19:47:39;5;0;2021-12-05 19:47:23;2021-12-05 19:47:39;193
1153;1153;8011;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:48:06;12.05.21;19:48:07;11;27;2021-12-05 19:48:06;2021-12-05 19:48:07;193
1154;1154;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:52:55;12.05.21;19:54:46;8;6;2021-12-05 19:52:55;2021-12-05 19:54:46;193
1155;1155;8011;40;1361;feed part from magazin;200;12.05.21;2022-09-22 19:55:39;12.05.21;19:55:42;6;63;2021-12-05 19:55:39;2021-12-05 19:55:42;193
1156;1156;8011;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 19:55:55;12.05.21;19:55:57;7;14;2021-12-05 19:55:55;2021-12-05 19:55:57;193
