;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID;Bearbeitungszeit_s;Transportzeit_s;Durchlaufzeit_s
978;978;978;978;8010;10;1358;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:44:15;12.05.21;18:44:29;5;0;2021-12-05 18:44:15;2021-12-05 18:44:29;164;14.0;0.0;0.0
979;979;979;979;8010;20;1358;feed part from magazin;200;12.05.21;2022-09-22 18:44:56;12.05.21;18:44:58;11;27;2021-12-05 18:44:56;2021-12-05 18:44:58;164;2.0;27.0;0.0
980;980;980;980;8010;30;1358;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 18:53:28;12.05.21;18:55:11;8;6;2021-12-05 18:53:28;2021-12-05 18:55:11;164;103.0;510.00000000000006;0.0
981;981;981;981;8010;40;1358;feed part from magazin;200;12.05.21;2022-09-22 18:55:58;12.05.21;18:56:00;6;63;2021-12-05 18:55:58;2021-12-05 18:56:00;164;2.0;47.0;0.0
982;982;982;982;8010;50;1358;pressing for time in seconds;110;12.05.21;2022-09-22 18:56:16;12.05.21;18:56:18;7;14;2021-12-05 18:56:16;2021-12-05 18:56:18;164;2.0;16.0;0.0
983;983;983;983;8010;60;1358;store a part from stopper 2;211;12.05.21;2022-09-22 18:57:37;12.05.21;18:57:51;5;1126;2021-12-05 18:57:37;2021-12-05 18:57:51;164;14.0;79.0;816.0
984;984;984;984;8010;10;1358;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:44:48;12.05.21;18:45:02;5;0;2021-12-05 18:44:48;2021-12-05 18:45:02;165;14.0;0.0;0.0
985;985;985;985;8010;20;1358;feed part from magazin;200;12.05.21;2022-09-22 18:45:29;12.05.21;18:45:31;11;27;2021-12-05 18:45:29;2021-12-05 18:45:31;165;2.0;27.0;0.0
986;986;986;986;8010;30;1358;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:03:47;12.05.21;19:05:57;8;6;2021-12-05 19:03:47;2021-12-05 19:05:57;165;130.0;1096.0;0.0
987;987;987;987;8010;40;1358;feed part from magazin;200;12.05.21;2022-09-22 19:06:38;12.05.21;19:06:40;6;63;2021-12-05 19:06:38;2021-12-05 19:06:40;165;2.0;41.0;0.0
988;988;988;988;8010;50;1358;pressing for time in seconds;110;12.05.21;2022-09-22 19:07:03;12.05.21;19:07:05;7;14;2021-12-05 19:07:03;2021-12-05 19:07:05;165;2.0;23.0;0.0
989;989;989;989;8010;60;1358;store a part from stopper 2;211;12.05.21;2022-09-22 19:08:48;12.05.21;19:09:00;5;1126;2021-12-05 19:08:48;2021-12-05 19:09:00;165;12.0;103.0;1452.0
990;990;990;990;8110;10;1358;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:45:13;12.05.21;18:45:27;5;0;2021-12-05 18:45:13;2021-12-05 18:45:27;166;14.0;0.0;0.0
991;991;991;991;8110;20;1358;feed part from magazin;200;12.05.21;2022-09-22 18:45:53;12.05.21;18:45:55;11;27;2021-12-05 18:45:53;2021-12-05 18:45:55;166;2.0;26.0;0.0
992;992;1004;1004;8110;30;1358;assembly part with defined PCB;300;12.05.21;2022-09-22 18:55:16;12.05.21;18:56:46;8;6;2021-12-05 18:55:16;2021-12-05 18:56:46;166;90.0;561.0;0.0
993;993;1005;1005;8110;40;1358;feed part from magazin;200;12.05.21;2022-09-22 18:57:28;12.05.21;18:57:30;6;63;2021-12-05 18:57:28;2021-12-05 18:57:30;166;2.0;42.0;0.0
994;994;1006;1006;8110;50;1358;pressing for time in seconds;110;12.05.21;2022-09-22 18:57:45;12.05.21;18:57:47;7;14;2021-12-05 18:57:45;2021-12-05 18:57:47;166;2.0;15.000000000000002;0.0
995;995;1007;1007;8110;60;1358;store a part from stopper 2;211;12.05.21;2022-09-22 18:59:30;12.05.21;18:59:43;5;1126;2021-12-05 18:59:30;2021-12-05 18:59:43;166;13.0;103.0;870.0
996;996;996;996;8110;10;1358;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:45:54;12.05.21;18:46:08;5;0;2021-12-05 18:45:54;2021-12-05 18:46:08;167;14.0;0.0;0.0
997;997;997;997;8110;20;1358;feed part from magazin;200;12.05.21;2022-09-22 18:46:35;12.05.21;18:46:37;11;27;2021-12-05 18:46:35;2021-12-05 18:46:37;167;2.0;27.0;0.0
998;998;998;998;8110;30;1358;assembly part with defined PCB;300;12.05.21;2022-09-22 18:56:51;12.05.21;18:58:21;8;6;2021-12-05 18:56:51;2021-12-05 18:58:21;167;90.0;614.0;0.0
999;999;999;999;8110;40;1358;feed part from magazin;200;12.05.21;2022-09-22 18:59:13;12.05.21;18:59:15;6;63;2021-12-05 18:59:13;2021-12-05 18:59:15;167;2.0;52.0;0.0
1000;1000;1000;1000;8110;50;1358;pressing for time in seconds;110;12.05.21;2022-09-22 18:59:31;12.05.21;18:59:33;7;14;2021-12-05 18:59:31;2021-12-05 18:59:33;167;2.0;16.0;0.0
1001;1001;1001;1001;8110;60;1358;store a part from stopper 2;211;12.05.21;2022-09-22 19:01:07;12.05.21;19:01:19;5;1126;2021-12-05 19:01:07;2021-12-05 19:01:19;167;12.0;94.0;925.0000000000001
1002;1002;1002;1002;8110;10;1358;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:47:25;12.05.21;18:47:40;5;0;2021-12-05 18:47:25;2021-12-05 18:47:40;168;15.000000000000002;0.0;0.0
1003;1003;1003;1003;8110;20;1358;feed part from magazin;200;12.05.21;2022-09-22 18:48:07;12.05.21;18:48:09;11;27;2021-12-05 18:48:07;2021-12-05 18:48:09;168;2.0;27.0;0.0
1004;1004;1016;1016;8110;30;1358;assembly part with defined PCB;300;12.05.21;2022-09-22 18:58:28;12.05.21;18:59:59;8;6;2021-12-05 18:58:28;2021-12-05 18:59:59;168;91.0;619.0;0.0
1005;1005;1017;1017;8110;40;1358;feed part from magazin;200;12.05.21;2022-09-22 19:00:40;12.05.21;19:00:43;6;63;2021-12-05 19:00:40;2021-12-05 19:00:43;168;3.0;41.0;0.0
1006;1006;1018;1018;8110;50;1358;pressing for time in seconds;110;12.05.21;2022-09-22 19:00:59;12.05.21;19:01:01;7;14;2021-12-05 19:00:59;2021-12-05 19:01:01;168;2.0;16.0;0.0
1007;1007;1019;1019;8110;60;1358;store a part from stopper 2;211;12.05.21;2022-09-22 19:02:22;12.05.21;19:02:35;5;1126;2021-12-05 19:02:22;2021-12-05 19:02:35;168;13.0;81.0;910.0
1008;1008;1008;1008;8110;10;1358;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:49:14;12.05.21;18:49:28;5;0;2021-12-05 18:49:14;2021-12-05 18:49:28;169;14.0;0.0;0.0
1009;1009;1009;1009;8110;20;1358;feed part from magazin;200;12.05.21;2022-09-22 18:49:55;12.05.21;18:49:57;11;27;2021-12-05 18:49:55;2021-12-05 18:49:57;169;2.0;27.0;0.0
1010;1010;992;992;8110;30;1358;assembly part with defined PCB;300;12.05.21;2022-09-22 19:00:37;12.05.21;19:02:08;8;6;2021-12-05 19:00:37;2021-12-05 19:02:08;169;91.0;640.0;0.0
1011;1011;993;993;8110;40;1358;feed part from magazin;200;12.05.21;2022-09-22 19:02:49;12.05.21;19:02:52;6;63;2021-12-05 19:02:49;2021-12-05 19:02:52;169;3.0;41.0;0.0
1012;1012;994;994;8110;50;1358;pressing for time in seconds;110;12.05.21;2022-09-22 19:03:05;12.05.21;19:03:07;7;14;2021-12-05 19:03:05;2021-12-05 19:03:07;169;2.0;13.0;0.0
1013;1013;995;995;8110;60;1358;store a part from stopper 2;211;12.05.21;2022-09-22 19:04:54;12.05.21;19:05:06;5;1126;2021-12-05 19:04:54;2021-12-05 19:05:06;169;12.0;107.0;952.0000000000001
1014;1014;1014;1014;8110;10;1358;release a defined part on stopper 1;212;12.05.21;2022-09-22 18:50:56;12.05.21;18:51:10;5;0;2021-12-05 18:50:56;2021-12-05 18:51:10;170;14.0;0.0;0.0
1015;1015;1015;1015;8110;20;1358;feed part from magazin;200;12.05.21;2022-09-22 18:51:37;12.05.21;18:51:39;11;27;2021-12-05 18:51:37;2021-12-05 18:51:39;170;2.0;27.0;0.0
1016;1016;1010;1010;8110;30;1358;assembly part with defined PCB;300;12.05.21;2022-09-22 19:02:12;12.05.21;19:03:42;8;6;2021-12-05 19:02:12;2021-12-05 19:03:42;170;90.0;633.0;0.0
1017;1017;1011;1011;8110;40;1358;feed part from magazin;200;12.05.21;2022-09-22 19:04:26;12.05.21;19:04:29;6;63;2021-12-05 19:04:26;2021-12-05 19:04:29;170;3.0;44.0;0.0
1018;1018;1012;1012;8110;50;1358;pressing for time in seconds;110;12.05.21;2022-09-22 19:04:46;12.05.21;19:04:48;7;14;2021-12-05 19:04:46;2021-12-05 19:04:48;170;2.0;17.0;0.0
1019;1019;1013;1013;8110;60;1358;store a part from stopper 2;211;12.05.21;2022-09-22 19:06:44;12.05.21;19:06:55;5;1126;2021-12-05 19:06:44;2021-12-05 19:06:55;170;11.0;116.00000000000001;959.0000000000001
1020;1020;1020;1020;8011;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:01:20;12.05.21;19:01:35;5;0;2021-12-05 19:01:20;2021-12-05 19:01:35;171;15.000000000000002;0.0;0.0
1021;1021;1021;1021;8011;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:02:01;12.05.21;19:02:03;11;27;2021-12-05 19:02:01;2021-12-05 19:02:03;171;2.0;26.0;0.0
1022;1022;1022;1022;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:06:01;12.05.21;19:07:53;8;6;2021-12-05 19:06:01;2021-12-05 19:07:53;171;112.0;238.00000000000003;0.0
1023;1023;1023;1023;8011;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:08:48;12.05.21;19:08:51;6;63;2021-12-05 19:08:48;2021-12-05 19:08:51;171;3.0;55.0;0.0
1024;1024;1024;1024;8011;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:09:09;12.05.21;19:09:11;7;14;2021-12-05 19:09:09;2021-12-05 19:09:11;171;2.0;18.0;0.0
1025;1025;1025;1025;8011;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:10:50;12.05.21;19:11:02;5;1126;2021-12-05 19:10:50;2021-12-05 19:11:02;171;12.0;99.0;582.0
1026;1026;1026;1026;8011;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:03:05;12.05.21;19:03:18;5;0;2021-12-05 19:03:05;2021-12-05 19:03:18;172;13.0;0.0;0.0
1027;1027;1027;1027;8011;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:03:44;12.05.21;19:03:47;11;27;2021-12-05 19:03:44;2021-12-05 19:03:47;172;3.0;26.0;0.0
1028;1028;1028;1028;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:07:57;12.05.21;19:09:48;8;6;2021-12-05 19:07:57;2021-12-05 19:09:48;172;111.0;250.00000000000003;0.0
1029;1029;1029;1029;8011;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:10:34;12.05.21;19:10:36;6;63;2021-12-05 19:10:34;2021-12-05 19:10:36;172;2.0;46.0;0.0
1030;1030;1030;1030;8011;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:10:53;12.05.21;19:10:56;7;14;2021-12-05 19:10:53;2021-12-05 19:10:56;172;3.0;17.0;0.0
1031;1031;1031;1031;8011;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:12:14;12.05.21;19:12:27;5;1126;2021-12-05 19:12:14;2021-12-05 19:12:27;172;13.0;78.0;562.0
1032;1032;1032;1032;8011;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:03:21;12.05.21;19:03:33;5;0;2021-12-05 19:03:21;2021-12-05 19:03:33;173;12.0;0.0;0.0
1033;1033;1033;1033;8011;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:04:00;12.05.21;19:04:02;11;27;2021-12-05 19:04:00;2021-12-05 19:04:02;173;2.0;27.0;0.0
1034;1034;1040;1040;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:10:15;12.05.21;19:12:06;8;6;2021-12-05 19:10:15;2021-12-05 19:12:06;173;111.0;373.0;0.0
1035;1035;1041;1041;8011;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:13:10;12.05.21;19:13:12;6;63;2021-12-05 19:13:10;2021-12-05 19:13:12;173;2.0;64.0;0.0
1036;1036;1042;1042;8011;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:13:27;12.05.21;19:13:30;7;14;2021-12-05 19:13:27;2021-12-05 19:13:30;173;3.0;15.000000000000002;0.0
1037;1037;1043;1043;8011;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:15:14;12.05.21;19:15:26;5;1126;2021-12-05 19:15:14;2021-12-05 19:15:26;173;12.0;104.0;725.0
1038;1038;1038;1038;8011;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:03:37;12.05.21;19:03:50;5;0;2021-12-05 19:03:37;2021-12-05 19:03:50;174;13.0;0.0;0.0
1039;1039;1039;1039;8011;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:04:17;12.05.21;19:04:19;11;27;2021-12-05 19:04:17;2021-12-05 19:04:19;174;2.0;27.0;0.0
1040;1040;1034;1034;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:21:30;12.05.21;19:23:21;8;6;2021-12-05 19:21:30;2021-12-05 19:23:21;174;111.0;1031.0;0.0
1041;1041;1035;1035;8011;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:24:15;12.05.21;19:24:18;6;63;2021-12-05 19:24:15;2021-12-05 19:24:18;174;3.0;54.0;0.0
1042;1042;1036;1036;8011;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:24:33;12.05.21;19:24:35;7;14;2021-12-05 19:24:33;2021-12-05 19:24:35;174;2.0;15.000000000000002;0.0
1043;1043;1037;1037;8011;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:26:31;12.05.21;19:26:43;5;1126;2021-12-05 19:26:31;2021-12-05 19:26:43;174;12.0;116.00000000000001;1386.0
1044;1044;1044;1044;8011;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:03:54;12.05.21;19:04:08;5;0;2021-12-05 19:03:54;2021-12-05 19:04:08;175;14.0;0.0;0.0
1045;1045;1045;1045;8011;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:04:35;12.05.21;19:04:36;11;27;2021-12-05 19:04:35;2021-12-05 19:04:36;175;1.0;27.0;0.0
1046;1046;1046;1046;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:23:28;12.05.21;19:25:19;8;6;2021-12-05 19:23:28;2021-12-05 19:25:19;175;111.0;1132.0;0.0
1047;1047;1047;1047;8011;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:26:09;12.05.21;19:26:12;6;63;2021-12-05 19:26:09;2021-12-05 19:26:12;175;3.0;50.0;0.0
1048;1048;1048;1048;8011;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:26:25;12.05.21;19:26:27;7;14;2021-12-05 19:26:25;2021-12-05 19:26:27;175;2.0;13.0;0.0
1049;1049;1049;1049;8011;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:28:04;12.05.21;19:28:16;5;1126;2021-12-05 19:28:04;2021-12-05 19:28:16;175;12.0;97.0;1462.0
1050;1050;1050;1050;8111;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:04:18;12.05.21;19:04:31;5;0;2021-12-05 19:04:18;2021-12-05 19:04:31;176;13.0;0.0;0.0
1051;1051;1051;1051;8111;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:04:58;12.05.21;19:05:00;11;27;2021-12-05 19:04:58;2021-12-05 19:05:00;176;2.0;27.0;0.0
1052;1052;1058;1058;8111;30;1359;assembly part with defined PCB;300;12.05.21;2022-09-22 19:12:10;12.05.21;19:13:49;8;6;2021-12-05 19:12:10;2021-12-05 19:13:49;176;99.0;430.0;0.0
1053;1053;1059;1059;8111;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:14:39;12.05.21;19:14:42;6;63;2021-12-05 19:14:39;2021-12-05 19:14:42;176;3.0;50.0;0.0
1054;1054;1060;1060;8111;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:14:57;12.05.21;19:14:59;7;14;2021-12-05 19:14:57;2021-12-05 19:14:59;176;2.0;15.000000000000002;0.0
1055;1055;1061;1061;8111;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:16:32;12.05.21;19:16:44;5;1126;2021-12-05 19:16:32;2021-12-05 19:16:44;176;12.0;93.0;746.0
1056;1056;1056;1056;8111;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:04:37;12.05.21;19:04:50;5;0;2021-12-05 19:04:37;2021-12-05 19:04:50;177;13.0;0.0;0.0
1057;1057;1057;1057;8111;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:05:17;12.05.21;19:05:18;11;27;2021-12-05 19:05:17;2021-12-05 19:05:18;177;1.0;27.0;0.0
1058;1058;1064;1064;8111;30;1359;assembly part with defined PCB;300;12.05.21;2022-09-22 19:13:53;12.05.21;19:15:32;8;6;2021-12-05 19:13:53;2021-12-05 19:15:32;177;99.0;515.0;0.0
1059;1059;1065;1065;8111;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:16:13;12.05.21;19:16:16;6;63;2021-12-05 19:16:13;2021-12-05 19:16:16;177;3.0;41.0;0.0
1060;1060;1066;1066;8111;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:16:29;12.05.21;19:16:31;7;14;2021-12-05 19:16:29;2021-12-05 19:16:31;177;2.0;13.0;0.0
1061;1061;1067;1067;8111;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:18:16;12.05.21;19:18:29;5;1126;2021-12-05 19:18:16;2021-12-05 19:18:29;177;13.0;105.0;832.0
1062;1062;1062;1062;8111;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:06:56;12.05.21;19:07:09;5;0;2021-12-05 19:06:56;2021-12-05 19:07:09;178;13.0;0.0;0.0
1063;1063;1063;1063;8111;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:07:36;12.05.21;19:07:38;11;27;2021-12-05 19:07:36;2021-12-05 19:07:38;178;2.0;27.0;0.0
1064;1064;1070;1070;8111;30;1359;assembly part with defined PCB;300;12.05.21;2022-09-22 19:15:36;12.05.21;19:17:15;8;6;2021-12-05 19:15:36;2021-12-05 19:17:15;178;99.0;478.00000000000006;0.0
1065;1065;1071;1071;8111;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:18:05;12.05.21;19:18:07;6;63;2021-12-05 19:18:05;2021-12-05 19:18:07;178;2.0;50.0;0.0
1066;1066;1072;1072;8111;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:18:22;12.05.21;19:18:24;7;14;2021-12-05 19:18:22;2021-12-05 19:18:24;178;2.0;15.000000000000002;0.0
1067;1067;1073;1073;8111;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:19:42;12.05.21;19:19:56;5;1126;2021-12-05 19:19:42;2021-12-05 19:19:56;178;14.0;78.0;780.0
1068;1068;1068;1068;8111;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:09:00;12.05.21;19:09:15;5;0;2021-12-05 19:09:00;2021-12-05 19:09:15;179;15.000000000000002;0.0;0.0
1069;1069;1069;1069;8111;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:09:42;12.05.21;19:09:43;11;27;2021-12-05 19:09:42;2021-12-05 19:09:43;179;1.0;27.0;0.0
1070;1070;1052;1052;8111;30;1359;assembly part with defined PCB;300;12.05.21;2022-09-22 19:17:58;12.05.21;19:19:42;8;6;2021-12-05 19:17:58;2021-12-05 19:19:42;179;104.0;495.00000000000006;0.0
1071;1071;1053;1053;8111;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:20:42;12.05.21;19:20:44;6;63;2021-12-05 19:20:42;2021-12-05 19:20:44;179;2.0;60.00000000000001;0.0
1072;1072;1054;1054;8111;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:21:06;12.05.21;19:21:08;7;14;2021-12-05 19:21:06;2021-12-05 19:21:08;179;2.0;22.0;0.0
1073;1073;1055;1055;8111;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:22:51;12.05.21;19:23:03;5;1126;2021-12-05 19:22:51;2021-12-05 19:23:03;179;12.0;103.0;843.0
1074;1074;1074;1074;8111;10;1359;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:11:03;12.05.21;19:11:17;5;0;2021-12-05 19:11:03;2021-12-05 19:11:17;180;14.0;0.0;0.0
1075;1075;1075;1075;8111;20;1359;feed part from magazin;200;12.05.21;2022-09-22 19:11:44;12.05.21;19:11:47;11;27;2021-12-05 19:11:44;2021-12-05 19:11:47;180;3.0;27.0;0.0
1076;1076;1076;1076;8111;30;1359;assembly part with defined PCB;300;12.05.21;2022-09-22 19:19:47;12.05.21;19:21:26;8;6;2021-12-05 19:19:47;2021-12-05 19:21:26;180;99.0;480.00000000000006;0.0
1077;1077;1077;1077;8111;40;1359;feed part from magazin;200;12.05.21;2022-09-22 19:22:22;12.05.21;19:22:24;6;63;2021-12-05 19:22:22;2021-12-05 19:22:24;180;2.0;56.0;0.0
1078;1078;1078;1078;8111;50;1359;pressing for time in seconds;110;12.05.21;2022-09-22 19:22:38;12.05.21;19:22:40;7;14;2021-12-05 19:22:38;2021-12-05 19:22:40;180;2.0;14.0;0.0
1079;1079;1079;1079;8111;60;1359;store a part from stopper 2;211;12.05.21;2022-09-22 19:24:14;12.05.21;19:24:25;5;1126;2021-12-05 19:24:14;2021-12-05 19:24:25;180;11.0;94.0;802.0
1080;1080;1080;1080;8010;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:20:02;12.05.21;19:20:17;5;0;2021-12-05 19:20:02;2021-12-05 19:20:17;181;15.000000000000002;0.0;0.0
1081;1081;1081;1081;8010;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:20:43;12.05.21;19:20:45;11;27;2021-12-05 19:20:43;2021-12-05 19:20:45;181;2.0;26.0;0.0
1082;1082;1082;1082;8010;30;1360;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:25:23;12.05.21;19:25:50;8;6;2021-12-05 19:25:23;2021-12-05 19:25:50;181;27.0;278.0;0.0
1083;1083;1083;1083;8010;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:26:39;12.05.21;19:36:33;6;63;2021-12-05 19:26:39;2021-12-05 19:36:33;181;594.0;49.0;0.0
1084;1084;1096;1096;8010;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:28:47;12.05.21;19:28:49;7;14;2021-12-05 19:28:47;2021-12-05 19:28:49;181;2.0;-466.00000000000006;0.0
1085;1085;1097;1097;8010;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:30:29;12.05.21;19:30:41;5;1126;2021-12-05 19:30:29;2021-12-05 19:30:41;181;12.0;100.0;639.0
1086;1086;1091;1091;8010;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:20:20;12.05.21;19:20:32;5;0;2021-12-05 19:20:20;2021-12-05 19:20:32;182;12.0;0.0;0.0
1087;1087;1086;1086;8010;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:20:59;12.05.21;19:21:01;11;27;2021-12-05 19:20:59;2021-12-05 19:21:01;182;2.0;27.0;0.0
1088;1088;1094;1094;8010;30;1360;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:26:23;12.05.21;19:27:37;8;6;2021-12-05 19:26:23;2021-12-05 19:27:37;182;74.0;322.0;0.0
1089;1089;1095;1095;8010;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:28:29;12.05.21;19:28:31;6;63;2021-12-05 19:28:29;2021-12-05 19:28:31;182;2.0;52.0;0.0
1090;1090;1084;1084;8010;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:40:04;12.05.21;19:40:06;7;14;2021-12-05 19:40:04;2021-12-05 19:40:06;182;2.0;693.0;0.0
1091;1091;1085;1085;8010;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:41:45;12.05.21;19:41:57;5;1126;2021-12-05 19:41:45;2021-12-05 19:41:57;182;12.0;99.0;1297.0
1092;1092;1092;1092;8010;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:20:36;12.05.21;19:20:49;5;0;2021-12-05 19:20:36;2021-12-05 19:20:49;183;13.0;0.0;0.0
1093;1093;1093;1093;8010;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:21:16;12.05.21;19:21:18;11;27;2021-12-05 19:21:16;2021-12-05 19:21:18;183;2.0;27.0;0.0
1094;1094;1100;1100;8010;30;1360;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:36:12;12.05.21;19:37:55;8;6;2021-12-05 19:36:12;2021-12-05 19:37:55;183;103.0;894.0;0.0
1095;1095;1101;1101;8010;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:39:54;12.05.21;19:39:56;6;63;2021-12-05 19:39:54;2021-12-05 19:39:56;183;2.0;119.00000000000001;0.0
1096;1096;1102;1102;8010;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:40:39;12.05.21;19:40:41;7;14;2021-12-05 19:40:39;2021-12-05 19:40:41;183;2.0;43.0;0.0
1097;1097;1103;1103;8010;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:42:16;12.05.21;19:42:28;5;1126;2021-12-05 19:42:16;2021-12-05 19:42:28;183;12.0;95.0;1312.0
1098;1098;1098;1098;8010;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:21:33;12.05.21;19:21:47;5;0;2021-12-05 19:21:33;2021-12-05 19:21:47;184;14.0;0.0;0.0
1099;1099;1099;1099;8010;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:22:14;12.05.21;19:22:16;11;27;2021-12-05 19:22:14;2021-12-05 19:22:16;184;2.0;27.0;0.0
1100;1100;1087;1087;8010;30;1360;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:39:44;12.05.21;19:41:27;8;6;2021-12-05 19:39:44;2021-12-05 19:41:27;184;103.0;1048.0;0.0
1101;1101;1088;1088;8010;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:42:15;12.05.21;19:42:17;6;63;2021-12-05 19:42:15;2021-12-05 19:42:17;184;2.0;48.0;0.0
1102;1102;1089;1089;8010;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:42:30;12.05.21;19:42:33;7;14;2021-12-05 19:42:30;2021-12-05 19:42:33;184;3.0;13.0;0.0
1103;1103;1090;1090;8010;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:44:04;12.05.21;19:44:18;5;1126;2021-12-05 19:44:04;2021-12-05 19:44:18;184;14.0;91.0;1365.0
1104;1104;1104;1104;8010;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:21:51;12.05.21;19:22:05;5;0;2021-12-05 19:21:51;2021-12-05 19:22:05;185;14.0;0.0;0.0
1105;1105;1105;1105;8010;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:22:31;12.05.21;19:22:33;11;27;2021-12-05 19:22:31;2021-12-05 19:22:33;185;2.0;26.0;0.0
