;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
992;992;992;1004;8110;30;1358;assembly part with defined PCB;300;12.05.2021;18:55:16;12.05.2021;18:56:46;8;6;05.12.2021 18:55;05.12.2021 18:56;166
993;993;993;1005;8110;40;1358;feed part from magazin;200;12.05.2021;18:57:28;12.05.2021;18:57:30;6;63;05.12.2021 18:57;05.12.2021 18:57;166
994;994;994;1006;8110;50;1358;pressing for time in seconds;110;12.05.2021;18:57:45;12.05.2021;18:57:47;7;14;05.12.2021 18:57;05.12.2021 18:57;166
995;995;995;1007;8110;60;1358;store a part from stopper 2;211;12.05.2021;18:59:30;12.05.2021;18:59:43;5;1126;05.12.2021 18:59;05.12.2021 18:59;166
996;996;996;996;8110;10;1358;release a defined part on stopper 1;212;12.05.2021;18:45:54;12.05.2021;18:46:08;5;0;05.12.2021 18:45;05.12.2021 18:46;167
997;997;997;997;8110;20;1358;feed part from magazin;200;12.05.2021;18:46:35;12.05.2021;18:46:37;11;27;05.12.2021 18:46;05.12.2021 18:46;167
998;998;998;998;8110;30;1358;assembly part with defined PCB;300;12.05.2021;18:56:51;12.05.2021;18:58:21;8;6;05.12.2021 18:56;05.12.2021 18:58;167
999;999;999;999;8110;40;1358;feed part from magazin;200;12.05.2021;18:59:13;12.05.2021;18:59:15;6;63;05.12.2021 18:59;05.12.2021 18:59;167
1000;1000;1000;1000;8110;50;1358;pressing for time in seconds;110;12.05.2021;18:59:31;12.05.2021;18:59:33;7;14;05.12.2021 18:59;05.12.2021 18:59;167
1001;1001;1001;1001;8110;60;1358;store a part from stopper 2;211;12.05.2021;19:01:07;12.05.2021;19:01:19;5;1126;05.12.2021 19:01;05.12.2021 19:01;167
1002;1002;1002;1002;8110;10;1358;release a defined part on stopper 1;212;12.05.2021;18:47:25;12.05.2021;18:47:40;5;0;05.12.2021 18:47;05.12.2021 18:47;168
1003;1003;1003;1003;8110;20;1358;feed part from magazin;200;12.05.2021;18:48:07;12.05.2021;18:48:09;11;27;05.12.2021 18:48;05.12.2021 18:48;168
1004;1004;1004;1016;8110;30;1358;assembly part with defined PCB;300;12.05.2021;18:58:28;12.05.2021;18:59:59;8;6;05.12.2021 18:58;05.12.2021 18:59;168
1005;1005;1005;1017;8110;40;1358;feed part from magazin;200;12.05.2021;19:00:40;12.05.2021;19:00:43;6;63;05.12.2021 19:00;05.12.2021 19:00;168
1006;1006;1006;1018;8110;50;1358;pressing for time in seconds;110;12.05.2021;19:00:59;12.05.2021;19:01:01;7;14;05.12.2021 19:00;05.12.2021 19:01;168
1007;1007;1007;1019;8110;60;1358;store a part from stopper 2;211;12.05.2021;19:02:22;12.05.2021;19:02:35;5;1126;05.12.2021 19:02;05.12.2021 19:02;168
1008;1008;1012;1008;8110;10;1358;release a defined part on stopper 1;212;12.05.2021;18:49:14;12.05.2021;18:49:28;5;0;05.12.2021 18:49;05.12.2021 18:49;169
1009;1009;1013;1009;8110;20;1358;feed part from magazin;200;12.05.2021;18:49:55;12.05.2021;18:49:57;11;27;05.12.2021 18:49;05.12.2021 18:49;169
1010;1010;1008;992;8110;30;1358;assembly part with defined PCB;300;12.05.2021;19:00:37;12.05.2021;19:02:08;8;6;05.12.2021 19:00;05.12.2021 19:02;169
1011;1011;1009;993;8110;40;1358;feed part from magazin;200;12.05.2021;19:02:49;12.05.2021;19:02:52;6;63;05.12.2021 19:02;05.12.2021 19:02;169
1012;1012;1010;994;8110;50;1358;pressing for time in seconds;110;12.05.2021;19:03:05;12.05.2021;19:03:07;7;14;05.12.2021 19:03;05.12.2021 19:03;169
1013;1013;1011;995;8110;60;1358;store a part from stopper 2;211;12.05.2021;19:04:54;12.05.2021;19:05:06;5;1126;05.12.2021 19:04;05.12.2021 19:05;169
1014;1014;1018;1014;8110;10;1358;release a defined part on stopper 1;212;12.05.2021;18:50:56;12.05.2021;18:51:10;5;0;05.12.2021 18:50;05.12.2021 18:51;170
1015;1015;1019;1015;8110;20;1358;feed part from magazin;200;12.05.2021;18:51:37;12.05.2021;18:51:39;11;27;05.12.2021 18:51;05.12.2021 18:51;170
1016;1016;1014;1010;8110;30;1358;assembly part with defined PCB;300;12.05.2021;19:02:12;12.05.2021;19:03:42;8;6;05.12.2021 19:02;05.12.2021 19:03;170
1017;1017;1015;1011;8110;40;1358;feed part from magazin;200;12.05.2021;19:04:26;12.05.2021;19:04:29;6;63;05.12.2021 19:04;05.12.2021 19:04;170
1018;1018;1016;1012;8110;50;1358;pressing for time in seconds;110;12.05.2021;19:04:46;12.05.2021;19:04:48;7;14;05.12.2021 19:04;05.12.2021 19:04;170
1019;1019;1017;1013;8110;60;1358;store a part from stopper 2;211;12.05.2021;19:06:44;12.05.2021;19:06:55;5;1126;05.12.2021 19:06;05.12.2021 19:06;170
1020;1020;1020;1020;8011;10;1359;release a defined part on stopper 1;212;12.05.2021;19:01:20;12.05.2021;19:01:35;5;0;05.12.2021 19:01;05.12.2021 19:01;171
1021;1021;1021;1021;8011;20;1359;feed part from magazin;200;12.05.2021;19:02:01;12.05.2021;19:02:03;11;27;05.12.2021 19:02;05.12.2021 19:02;171
1022;1022;1022;1022;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.2021;19:06:01;12.05.2021;19:07:53;8;6;05.12.2021 19:06;05.12.2021 19:07;171
1023;1023;1023;1023;8011;40;1359;feed part from magazin;200;12.05.2021;19:08:48;12.05.2021;19:08:51;6;63;05.12.2021 19:08;05.12.2021 19:08;171
1024;1024;1024;1024;8011;50;1359;pressing for time in seconds;110;12.05.2021;19:09:09;12.05.2021;19:09:11;7;14;05.12.2021 19:09;05.12.2021 19:09;171
1025;1025;1025;1025;8011;60;1359;store a part from stopper 2;211;12.05.2021;19:10:50;12.05.2021;19:11:02;5;1126;05.12.2021 19:10;05.12.2021 19:11;171
1026;1026;1026;1026;8011;10;1359;release a defined part on stopper 1;212;12.05.2021;19:03:05;12.05.2021;19:03:18;5;0;05.12.2021 19:03;05.12.2021 19:03;172
1027;1027;1027;1027;8011;20;1359;feed part from magazin;200;12.05.2021;19:03:44;12.05.2021;19:03:47;11;27;05.12.2021 19:03;05.12.2021 19:03;172
1028;1028;1028;1028;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.2021;19:07:57;12.05.2021;19:09:48;8;6;05.12.2021 19:07;05.12.2021 19:09;172
1029;1029;1029;1029;8011;40;1359;feed part from magazin;200;12.05.2021;19:10:34;12.05.2021;19:10:36;6;63;05.12.2021 19:10;05.12.2021 19:10;172
1030;1030;1030;1030;8011;50;1359;pressing for time in seconds;110;12.05.2021;19:10:53;12.05.2021;19:10:56;7;14;05.12.2021 19:10;05.12.2021 19:10;172
1031;1031;1031;1031;8011;60;1359;store a part from stopper 2;211;12.05.2021;19:12:14;12.05.2021;19:12:27;5;1126;05.12.2021 19:12;05.12.2021 19:12;172
1032;1032;1032;1032;8011;10;1359;release a defined part on stopper 1;212;12.05.2021;19:03:21;12.05.2021;19:03:33;5;0;05.12.2021 19:03;05.12.2021 19:03;173
1033;1033;1033;1033;8011;20;1359;feed part from magazin;200;12.05.2021;19:04:00;12.05.2021;19:04:02;11;27;05.12.2021 19:04;05.12.2021 19:04;173
1034;1034;1034;1040;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.2021;19:10:15;12.05.2021;19:12:06;8;6;05.12.2021 19:10;05.12.2021 19:12;173
1035;1035;1035;1041;8011;40;1359;feed part from magazin;200;12.05.2021;19:13:10;12.05.2021;19:13:12;6;63;05.12.2021 19:13;05.12.2021 19:13;173
1036;1036;1036;1042;8011;50;1359;pressing for time in seconds;110;12.05.2021;19:13:27;12.05.2021;19:13:30;7;14;05.12.2021 19:13;05.12.2021 19:13;173
1037;1037;1037;1043;8011;60;1359;store a part from stopper 2;211;12.05.2021;19:15:14;12.05.2021;19:15:26;5;1126;05.12.2021 19:15;05.12.2021 19:15;173
1038;1038;1042;1038;8011;10;1359;release a defined part on stopper 1;212;12.05.2021;19:03:37;12.05.2021;19:03:50;5;0;05.12.2021 19:03;05.12.2021 19:03;174
1039;1039;1043;1039;8011;20;1359;feed part from magazin;200;12.05.2021;19:04:17;12.05.2021;19:04:19;11;27;05.12.2021 19:04;05.12.2021 19:04;174
1040;1040;1038;1034;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.2021;19:21:30;12.05.2021;19:23:21;8;6;05.12.2021 19:21;05.12.2021 19:23;174
1041;1041;1039;1035;8011;40;1359;feed part from magazin;200;12.05.2021;19:24:15;12.05.2021;19:24:18;6;63;05.12.2021 19:24;05.12.2021 19:24;174
1042;1042;1040;1036;8011;50;1359;pressing for time in seconds;110;12.05.2021;19:24:33;12.05.2021;19:24:35;7;14;05.12.2021 19:24;05.12.2021 19:24;174
1043;1043;1041;1037;8011;60;1359;store a part from stopper 2;211;12.05.2021;19:26:31;12.05.2021;19:26:43;5;1126;05.12.2021 19:26;05.12.2021 19:26;174
1044;1044;1044;1044;8011;10;1359;release a defined part on stopper 1;212;12.05.2021;19:03:54;12.05.2021;19:04:08;5;0;05.12.2021 19:03;05.12.2021 19:04;175
1045;1045;1045;1045;8011;20;1359;feed part from magazin;200;12.05.2021;19:04:35;12.05.2021;19:04:36;11;27;05.12.2021 19:04;05.12.2021 19:04;175
1046;1046;1046;1046;8011;30;1359;assemble a PCB with fuse left and right ;304;12.05.2021;19:23:28;12.05.2021;19:25:19;8;6;05.12.2021 19:23;05.12.2021 19:25;175
1047;1047;1047;1047;8011;40;1359;feed part from magazin;200;12.05.2021;19:26:09;12.05.2021;19:26:12;6;63;05.12.2021 19:26;05.12.2021 19:26;175
1048;1048;1048;1048;8011;50;1359;pressing for time in seconds;110;12.05.2021;19:26:25;12.05.2021;19:26:27;7;14;05.12.2021 19:26;05.12.2021 19:26;175
1049;1049;1049;1049;8011;60;1359;store a part from stopper 2;211;12.05.2021;19:28:04;12.05.2021;19:28:16;5;1126;05.12.2021 19:28;05.12.2021 19:28;175
1050;1050;1050;1050;8111;10;1359;release a defined part on stopper 1;212;12.05.2021;19:04:18;12.05.2021;19:04:31;5;0;05.12.2021 19:04;05.12.2021 19:04;176
1051;1051;1051;1051;8111;20;1359;feed part from magazin;200;12.05.2021;19:04:58;12.05.2021;19:05:00;11;27;05.12.2021 19:04;05.12.2021 19:05;176
1052;1052;1052;1058;8111;30;1359;assembly part with defined PCB;300;12.05.2021;19:12:10;12.05.2021;19:13:49;8;6;05.12.2021 19:12;05.12.2021 19:13;176
1053;1053;1053;1059;8111;40;1359;feed part from magazin;200;12.05.2021;19:14:39;12.05.2021;19:14:42;6;63;05.12.2021 19:14;05.12.2021 19:14;176
1054;1054;1054;1060;8111;50;1359;pressing for time in seconds;110;12.05.2021;19:14:57;12.05.2021;19:14:59;7;14;05.12.2021 19:14;05.12.2021 19:14;176
1055;1055;1055;1061;8111;60;1359;store a part from stopper 2;211;12.05.2021;19:16:32;12.05.2021;19:16:44;5;1126;05.12.2021 19:16;05.12.2021 19:16;176
1056;1056;1056;1056;8111;10;1359;release a defined part on stopper 1;212;12.05.2021;19:04:37;12.05.2021;19:04:50;5;0;05.12.2021 19:04;05.12.2021 19:04;177
1057;1057;1057;1057;8111;20;1359;feed part from magazin;200;12.05.2021;19:05:17;12.05.2021;19:05:18;11;27;05.12.2021 19:05;05.12.2021 19:05;177
1058;1058;1058;1064;8111;30;1359;assembly part with defined PCB;300;12.05.2021;19:13:53;12.05.2021;19:15:32;8;6;05.12.2021 19:13;05.12.2021 19:15;177
1059;1059;1059;1065;8111;40;1359;feed part from magazin;200;12.05.2021;19:16:13;12.05.2021;19:16:16;6;63;05.12.2021 19:16;05.12.2021 19:16;177
1060;1060;1060;1066;8111;50;1359;pressing for time in seconds;110;12.05.2021;19:16:29;12.05.2021;19:16:31;7;14;05.12.2021 19:16;05.12.2021 19:16;177
1061;1061;1061;1067;8111;60;1359;store a part from stopper 2;211;12.05.2021;19:18:16;12.05.2021;19:18:29;5;1126;05.12.2021 19:18;05.12.2021 19:18;177
1062;1062;1062;1062;8111;10;1359;release a defined part on stopper 1;212;12.05.2021;19:06:56;12.05.2021;19:07:09;5;0;05.12.2021 19:06;05.12.2021 19:07;178
1063;1063;1063;1063;8111;20;1359;feed part from magazin;200;12.05.2021;19:07:36;12.05.2021;19:07:38;11;27;05.12.2021 19:07;05.12.2021 19:07;178
1064;1064;1064;1070;8111;30;1359;assembly part with defined PCB;300;12.05.2021;19:15:36;12.05.2021;19:17:15;8;6;05.12.2021 19:15;05.12.2021 19:17;178
1065;1065;1065;1071;8111;40;1359;feed part from magazin;200;12.05.2021;19:18:05;12.05.2021;19:18:07;6;63;05.12.2021 19:18;05.12.2021 19:18;178
1066;1066;1066;1072;8111;50;1359;pressing for time in seconds;110;12.05.2021;19:18:22;12.05.2021;19:18:24;7;14;05.12.2021 19:18;05.12.2021 19:18;178
1067;1067;1067;1073;8111;60;1359;store a part from stopper 2;211;12.05.2021;19:19:42;12.05.2021;19:19:56;5;1126;05.12.2021 19:19;05.12.2021 19:19;178
1068;1068;1072;1068;8111;10;1359;release a defined part on stopper 1;212;12.05.2021;19:09:00;12.05.2021;19:09:15;5;0;05.12.2021 19:09;05.12.2021 19:09;179
1069;1069;1073;1069;8111;20;1359;feed part from magazin;200;12.05.2021;19:09:42;12.05.2021;19:09:43;11;27;05.12.2021 19:09;05.12.2021 19:09;179
1070;1070;1068;1052;8111;30;1359;assembly part with defined PCB;300;12.05.2021;19:17:58;12.05.2021;19:19:42;8;6;05.12.2021 19:17;05.12.2021 19:19;179
1071;1071;1069;1053;8111;40;1359;feed part from magazin;200;12.05.2021;19:20:42;12.05.2021;19:20:44;6;63;05.12.2021 19:20;05.12.2021 19:20;179
1072;1072;1070;1054;8111;50;1359;pressing for time in seconds;110;12.05.2021;19:21:06;12.05.2021;19:21:08;7;14;05.12.2021 19:21;05.12.2021 19:21;179
1073;1073;1071;1055;8111;60;1359;store a part from stopper 2;211;12.05.2021;19:22:51;12.05.2021;19:23:03;5;1126;05.12.2021 19:22;05.12.2021 19:23;179
1074;1074;1074;1074;8111;10;1359;release a defined part on stopper 1;212;12.05.2021;19:11:03;12.05.2021;19:11:17;5;0;05.12.2021 19:11;05.12.2021 19:11;180
1075;1075;1075;1075;8111;20;1359;feed part from magazin;200;12.05.2021;19:11:44;12.05.2021;19:11:47;11;27;05.12.2021 19:11;05.12.2021 19:11;180
1076;1076;1076;1076;8111;30;1359;assembly part with defined PCB;300;12.05.2021;19:19:47;12.05.2021;19:21:26;8;6;05.12.2021 19:19;05.12.2021 19:21;180
1077;1077;1077;1077;8111;40;1359;feed part from magazin;200;12.05.2021;19:22:22;12.05.2021;19:22:24;6;63;05.12.2021 19:22;05.12.2021 19:22;180
1078;1078;1078;1078;8111;50;1359;pressing for time in seconds;110;12.05.2021;19:22:38;12.05.2021;19:22:40;7;14;05.12.2021 19:22;05.12.2021 19:22;180
1079;1079;1079;1079;8111;60;1359;store a part from stopper 2;211;12.05.2021;19:24:14;12.05.2021;19:24:25;5;1126;05.12.2021 19:24;05.12.2021 19:24;180
1080;1080;1080;1080;8010;10;1360;release a defined part on stopper 1;212;12.05.2021;19:20:02;12.05.2021;19:20:17;5;0;05.12.2021 19:20;05.12.2021 19:20;181
1081;1081;1081;1081;8010;20;1360;feed part from magazin;200;12.05.2021;19:20:43;12.05.2021;19:20:45;11;27;05.12.2021 19:20;05.12.2021 19:20;181
1082;1082;1082;1082;8010;30;1360;assemble a PCB with one fuse left;302;12.05.2021;19:25:23;12.05.2021;19:25:50;8;6;05.12.2021 19:25;05.12.2021 19:25;181
1083;1083;1083;1083;8010;40;1360;feed part from magazin;200;12.05.2021;19:26:39;12.05.2021;19:36:33;6;63;05.12.2021 19:26;05.12.2021 19:36;181
1084;1084;1084;1084;8010;50;1360;pressing for time in seconds;110;12.05.2021;19:40:04;12.05.2021;19:40:06;7;14;05.12.2021 19:40;05.12.2021 19:40;181
1085;1085;1085;1085;8010;60;1360;store a part from stopper 2;211;12.05.2021;19:41:45;12.05.2021;19:41:57;5;1126;05.12.2021 19:41;05.12.2021 19:41;181
1086;1086;1087;1091;8010;10;1360;release a defined part on stopper 1;212;12.05.2021;19:20:20;12.05.2021;19:20:32;5;0;05.12.2021 19:20;05.12.2021 19:20;182
1087;1087;1086;1086;8010;20;1360;feed part from magazin;200;12.05.2021;19:20:59;12.05.2021;19:21:01;11;27;05.12.2021 19:20;05.12.2021 19:21;182
1088;1088;1088;1094;8010;30;1360;assemble a PCB with one fuse left;302;12.05.2021;19:26:23;12.05.2021;19:27:37;8;6;05.12.2021 19:26;05.12.2021 19:27;182
1089;1089;1089;1095;8010;40;1360;feed part from magazin;200;12.05.2021;19:28:29;12.05.2021;19:28:31;6;63;05.12.2021 19:28;05.12.2021 19:28;182
1090;1090;1090;1096;8010;50;1360;pressing for time in seconds;110;12.05.2021;19:28:47;12.05.2021;19:28:49;7;14;05.12.2021 19:28;05.12.2021 19:28;182
1091;1091;1091;1097;8010;60;1360;store a part from stopper 2;211;12.05.2021;19:30:29;12.05.2021;19:30:41;5;1126;05.12.2021 19:30;05.12.2021 19:30;182
1092;1092;1092;1092;8010;10;1360;release a defined part on stopper 1;212;12.05.2021;19:20:36;12.05.2021;19:20:49;5;0;05.12.2021 19:20;05.12.2021 19:20;183
1093;1093;1093;1093;8010;20;1360;feed part from magazin;200;12.05.2021;19:21:16;12.05.2021;19:21:18;11;27;05.12.2021 19:21;05.12.2021 19:21;183
1094;1094;1094;1100;8010;30;1360;assemble a PCB with one fuse left;302;12.05.2021;19:36:12;12.05.2021;19:37:55;8;6;05.12.2021 19:36;05.12.2021 19:37;183
1095;1095;1095;1101;8010;40;1360;feed part from magazin;200;12.05.2021;19:39:54;12.05.2021;19:39:56;6;63;05.12.2021 19:39;05.12.2021 19:39;183
1096;1096;1096;1102;8010;50;1360;pressing for time in seconds;110;12.05.2021;19:40:39;12.05.2021;19:40:41;7;14;05.12.2021 19:40;05.12.2021 19:40;183
1097;1097;1097;1103;8010;60;1360;store a part from stopper 2;211;12.05.2021;19:42:16;12.05.2021;19:42:28;5;1126;05.12.2021 19:42;05.12.2021 19:42;183
1098;1098;1102;1098;8010;10;1360;release a defined part on stopper 1;212;12.05.2021;19:21:33;12.05.2021;19:21:47;5;0;05.12.2021 19:21;05.12.2021 19:21;184
1099;1099;1103;1099;8010;20;1360;feed part from magazin;200;12.05.2021;19:22:14;12.05.2021;19:22:16;11;27;05.12.2021 19:22;05.12.2021 19:22;184
1100;1100;1098;1087;8010;30;1360;assemble a PCB with one fuse left;302;12.05.2021;19:39:44;12.05.2021;19:41:27;8;6;05.12.2021 19:39;05.12.2021 19:41;184
1101;1101;1099;1088;8010;40;1360;feed part from magazin;200;12.05.2021;19:42:15;12.05.2021;19:42:17;6;63;05.12.2021 19:42;05.12.2021 19:42;184
1102;1102;1100;1089;8010;50;1360;pressing for time in seconds;110;12.05.2021;19:42:30;12.05.2021;19:42:33;7;14;05.12.2021 19:42;05.12.2021 19:42;184
1103;1103;1101;1090;8010;60;1360;store a part from stopper 2;211;12.05.2021;19:44:04;12.05.2021;19:44:18;5;1126;05.12.2021 19:44;05.12.2021 19:44;184
1104;1104;1104;1104;8010;10;1360;release a defined part on stopper 1;212;12.05.2021;19:21:51;12.05.2021;19:22:05;5;0;05.12.2021 19:21;05.12.2021 19:22;185
1105;1105;1105;1105;8010;20;1360;feed part from magazin;200;12.05.2021;19:22:31;12.05.2021;19:22:33;11;27;05.12.2021 19:22;05.12.2021 19:22;185
1106;1106;1106;1106;8010;30;1360;assemble a PCB with one fuse left;302;12.05.2021;19:41:31;12.05.2021;19:43:14;8;6;05.12.2021 19:41;05.12.2021 19:43;185
1107;1107;1107;1107;8010;40;1360;feed part from magazin;200;12.05.2021;19:44:07;12.05.2021;19:44:09;6;63;05.12.2021 19:44;05.12.2021 19:44;185
1108;1108;1108;1108;8010;50;1360;pressing for time in seconds;110;12.05.2021;19:44:25;12.05.2021;19:44:27;7;14;05.12.2021 19:44;05.12.2021 19:44;185
1109;1109;1109;1109;8010;60;1360;store a part from stopper 2;211;12.05.2021;19:46:32;12.05.2021;19:46:44;5;1126;05.12.2021 19:46;05.12.2021 19:46;185
1110;1110;1110;1110;8111;10;1360;release a defined part on stopper 1;212;12.05.2021;19:22:14;12.05.2021;19:22:28;5;0;05.12.2021 19:22;05.12.2021 19:22;186
1111;1111;1111;1111;8111;20;1360;feed part from magazin;200;12.05.2021;19:22:55;12.05.2021;19:22:57;11;27;05.12.2021 19:22;05.12.2021 19:22;186
1112;1112;1112;1112;8111;30;1360;assembly part with defined PCB;300;12.05.2021;19:27:42;12.05.2021;19:27:55;8;6;05.12.2021 19:27;05.12.2021 19:27;186
1113;1113;1113;1113;8111;40;1360;feed part from magazin;200;12.05.2021;19:28:48;12.05.2021;19:28:50;6;63;05.12.2021 19:28;05.12.2021 19:28;186
1114;1114;1114;1114;8111;50;1360;pressing for time in seconds;110;12.05.2021;19:29:05;12.05.2021;19:29:07;7;14;05.12.2021 19:29;05.12.2021 19:29;186
1115;1115;1115;1115;8111;60;1360;store a part from stopper 2;211;12.05.2021;19:30:51;12.05.2021;19:31:03;5;1126;05.12.2021 19:30;05.12.2021 19:31;186
1116;1116;1116;1116;8111;10;1360;release a defined part on stopper 1;212;12.05.2021;19:24:31;12.05.2021;19:24:45;5;0;05.12.2021 19:24;05.12.2021 19:24;187
1117;1117;1117;1117;8111;20;1360;feed part from magazin;200;12.05.2021;19:25:12;12.05.2021;19:25:14;11;27;05.12.2021 19:25;05.12.2021 19:25;187
1118;1118;1118;1118;8111;30;1360;assembly part with defined PCB;300;12.05.2021;19:37:59;12.05.2021;19:39:39;8;6;05.12.2021 19:37;05.12.2021 19:39;187
1119;1119;1119;1119;8111;40;1360;feed part from magazin;200;12.05.2021;19:40:27;12.05.2021;19:40:29;6;63;05.12.2021 19:40;05.12.2021 19:40;187
1120;1120;1120;1120;8111;50;1360;pressing for time in seconds;110;12.05.2021;19:40:47;12.05.2021;19:40:49;7;14;05.12.2021 19:40;05.12.2021 19:40;187
1121;1121;1121;1121;8111;60;1360;store a part from stopper 2;211;12.05.2021;19:43:29;12.05.2021;19:43:41;5;1126;05.12.2021 19:43;05.12.2021 19:43;187
1122;1122;1122;1122;8111;10;1360;release a defined part on stopper 1;212;12.05.2021;19:26:44;12.05.2021;19:26:59;5;0;05.12.2021 19:26;05.12.2021 19:26;188
1123;1123;1123;1123;8111;20;1360;feed part from magazin;200;12.05.2021;19:27:26;12.05.2021;19:27:28;11;27;05.12.2021 19:27;05.12.2021 19:27;188
1124;1124;1124;1124;8111;30;1360;assembly part with defined PCB;300;12.05.2021;19:43:19;12.05.2021;19:44:58;8;6;05.12.2021 19:43;05.12.2021 19:44;188
1125;1125;1125;1125;8111;40;1360;feed part from magazin;200;12.05.2021;19:45:54;12.05.2021;19:45:56;6;63;05.12.2021 19:45;05.12.2021 19:45;188
1126;1126;1126;1126;8111;50;1360;pressing for time in seconds;110;12.05.2021;19:46:11;12.05.2021;19:46:13;7;14;05.12.2021 19:46;05.12.2021 19:46;188
1127;1127;1127;1127;8111;60;1360;store a part from stopper 2;211;12.05.2021;19:48:43;12.05.2021;19:48:56;5;1126;05.12.2021 19:48;05.12.2021 19:48;188
1128;1128;1128;1128;8111;10;1360;release a defined part on stopper 1;212;12.05.2021;19:41:15;12.05.2021;19:41:29;5;0;05.12.2021 19:41;05.12.2021 19:41;189
1129;1129;1129;1129;8111;20;1360;feed part from magazin;200;12.05.2021;19:41:56;12.05.2021;19:41:58;11;27;05.12.2021 19:41;05.12.2021 19:41;189
1130;1130;1130;1130;8111;30;1360;assembly part with defined PCB;300;12.05.2021;19:45:03;12.05.2021;19:46:42;8;6;05.12.2021 19:45;05.12.2021 19:46;189
1131;1131;1131;1131;8111;40;1360;feed part from magazin;200;12.05.2021;19:47:28;12.05.2021;19:47:30;6;63;05.12.2021 19:47;05.12.2021 19:47;189
1132;1132;1132;1132;8111;50;1360;pressing for time in seconds;110;12.05.2021;19:47:43;12.05.2021;19:47:46;7;14;05.12.2021 19:47;05.12.2021 19:47;189
1133;1133;1133;1133;8111;60;1360;store a part from stopper 2;211;12.05.2021;19:49:28;12.05.2021;19:49:42;5;1126;05.12.2021 19:49;05.12.2021 19:49;189
1134;1134;1134;1134;8111;10;1360;release a defined part on stopper 1;212;12.05.2021;19:41:58;12.05.2021;19:42:12;5;0;05.12.2021 19:41;05.12.2021 19:42;190
1135;1135;1135;1135;8111;20;1360;feed part from magazin;200;12.05.2021;19:42:39;12.05.2021;19:42:40;11;27;05.12.2021 19:42;05.12.2021 19:42;190
1136;1136;1136;1136;8111;30;1360;assembly part with defined PCB;300;12.05.2021;19:47:03;12.05.2021;19:48:43;8;6;05.12.2021 19:47;05.12.2021 19:48;190
1137;1137;1137;1137;8111;40;1360;feed part from magazin;200;12.05.2021;19:49:28;12.05.2021;19:49:30;6;63;05.12.2021 19:49;05.12.2021 19:49;190
1138;1138;1138;1138;8111;50;1360;pressing for time in seconds;110;12.05.2021;19:49:43;12.05.2021;19:49:46;7;14;05.12.2021 19:49;05.12.2021 19:49;190
1139;1139;1139;1139;8111;60;1360;store a part from stopper 2;211;12.05.2021;19:52:00;12.05.2021;19:52:14;5;1126;05.12.2021 19:52;05.12.2021 19:52;190
1140;1140;1140;1140;8011;10;1361;release a defined part on stopper 1;212;12.05.2021;19:46:45;12.05.2021;19:47:00;5;0;05.12.2021 19:46;05.12.2021 19:47;191
1141;1141;1141;1141;8011;20;1361;feed part from magazin;200;12.05.2021;19:47:26;12.05.2021;19:47:28;11;27;05.12.2021 19:47;05.12.2021 19:47;191
1142;1142;1142;1142;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.2021;19:49:02;12.05.2021;19:50:55;8;6;05.12.2021 19:49;05.12.2021 19:50;191
1143;1143;1143;1143;8011;40;1361;feed part from magazin;200;12.05.2021;19:51:36;12.05.2021;19:51:38;6;63;05.12.2021 19:51;05.12.2021 19:51;191
1144;1144;1144;1144;8011;50;1361;pressing for time in seconds;110;12.05.2021;19:52:19;12.05.2021;19:53:41;7;14;05.12.2021 19:52;05.12.2021 19:53;191
1145;1145;1145;1145;8011;60;1361;store a part from stopper 2;211;12.05.2021;19:53:53;12.05.2021;19:55:37;5;1126;05.12.2021 19:53;05.12.2021 19:55;191
1146;1146;1146;1146;8011;10;1361;release a defined part on stopper 1;212;12.05.2021;19:47:04;12.05.2021;19:47:20;5;0;05.12.2021 19:47;05.12.2021 19:47;192
1147;1147;1147;1147;8011;20;1361;feed part from magazin;200;12.05.2021;19:47:47;12.05.2021;19:47:48;11;27;05.12.2021 19:47;05.12.2021 19:47;192
1148;1148;1148;1148;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.2021;19:50:59;12.05.2021;19:52:51;8;6;05.12.2021 19:50;05.12.2021 19:52;192
1149;1149;1149;1149;8011;40;1361;feed part from magazin;200;12.05.2021;19:54:09;12.05.2021;19:54:11;6;63;05.12.2021 19:54;05.12.2021 19:54;192
1150;1150;1150;1150;8011;50;1361;pressing for time in seconds;110;12.05.2021;19:54:35;12.05.2021;19:54:37;7;14;05.12.2021 19:54;05.12.2021 19:54;192
1151;1151;1151;1151;8011;60;1361;store a part from stopper 2;211;12.05.2021;19:56:21;12.05.2021;19:56:34;5;1126;05.12.2021 19:56;05.12.2021 19:56;192
1152;1152;1152;1152;8011;10;1361;release a defined part on stopper 1;212;12.05.2021;19:47:23;12.05.2021;19:47:39;5;0;05.12.2021 19:47;05.12.2021 19:47;193
